nohup: ignoring input
spin up orbital energies: {0: -3.0, 2: -1.0, 4: -1.0, 6: 1.0, 8: 1.0, 10: 3.0, 12: -1.0, 14: 1.0}
spin down orbital energies:  {1: -3.0, 3: -1.0, 5: -1.0, 7: 1.0, 9: 1.0, 11: 3.0, 13: -1.0, 15: 1.0}
spin up indices:  [0, 2, 4, 12]    spin down indices:  [1, 3, 5, 13] 

iter: 1 | loss:  0.000000 | norm:  0.000000 | fidelity:  0.356004 | Sz:  0.000000 | S^2:  0.000000
iter: 23 | loss: -2.806347 | norm:  22.375191 | fidelity:  0.630458 | Sz:  0.000000 | S^2:  0.000000
iter: 24 | loss: -2.943278 | norm:  17.061731 | fidelity:  0.655382 | Sz: -0.000000 | S^2: -0.000000
iter: 25 | loss: -2.978425 | norm:  21.856232 | fidelity:  0.670636 | Sz: -0.000000 | S^2: -0.000000
iter: 26 | loss: -2.988918 | norm:  28.526012 | fidelity:  0.681221 | Sz: -0.000000 | S^2: -0.000000
iter: 27 | loss: -3.057089 | norm:  31.627163 | fidelity:  0.695486 | Sz:  0.000000 | S^2:  0.000000
iter: 28 | loss: -3.207643 | norm:  30.213940 | fidelity:  0.717540 | Sz: -0.000000 | S^2:  0.000000
iter: 29 | loss: -3.404200 | norm:  24.943417 | fidelity:  0.745489 | Sz:  0.000000 | S^2:  0.000000
iter: 30 | loss: -3.580852 | norm:  17.593599 | fidelity:  0.773438 | Sz:  0.000000 | S^2: -0.000000
iter: 31 | loss: -3.681586 | norm:  12.259770 | fidelity:  0.794939 | Sz:  0.000000 | S^2: -0.000000
iter: 32 | loss: -3.691293 | norm:  14.431884 | fidelity:  0.806693 | Sz:  0.000000 | S^2: -0.000000
iter: 33 | loss: -3.643793 | norm:  20.132967 | fidelity:  0.810546 | Sz:  0.000000 | S^2:  0.000000
iter: 34 | loss: -3.599220 | norm:  24.303312 | fidelity:  0.811888 | Sz: -0.000000 | S^2: -0.000000
iter: 35 | loss: -3.606807 | norm:  25.418728 | fidelity:  0.815937 | Sz:  0.000000 | S^2:  0.000000
iter: 36 | loss: -3.678003 | norm:  23.377522 | fidelity:  0.824625 | Sz: -0.000000 | S^2: -0.000000
iter: 37 | loss: -3.786153 | norm:  18.820265 | fidelity:  0.836195 | Sz:  0.000000 | S^2: -0.000000
iter: 38 | loss: -3.886432 | norm:  13.080940 | fidelity:  0.846820 | Sz:  0.000000 | S^2: -0.000000
iter: 39 | loss: -3.942273 | norm:  8.865787 | fidelity:  0.853127 | Sz: -0.000000 | S^2: -0.000000
iter: 40 | loss: -3.943738 | norm:  9.821067 | fidelity:  0.854136 | Sz:  0.000000 | S^2:  0.000000
iter: 41 | loss: -3.909087 | norm:  13.529016 | fidelity:  0.851525 | Sz:  0.000000 | S^2:  0.000000
iter: 42 | loss: -3.871153 | norm:  16.445223 | fidelity:  0.848376 | Sz:  0.000000 | S^2:  0.000000
iter: 43 | loss: -3.858038 | norm:  17.477079 | fidelity:  0.847304 | Sz: -0.000000 | S^2: -0.000000
iter: 44 | loss: -3.880261 | norm:  16.491232 | fidelity:  0.849273 | Sz:  0.000000 | S^2: -0.000000
iter: 45 | loss: -3.928926 | norm:  13.800746 | fidelity:  0.853387 | Sz:  0.000000 | S^2:  0.000000
iter: 46 | loss: -3.983858 | norm:  10.091715 | fidelity:  0.857674 | Sz:  0.000000 | S^2: -0.000000
iter: 47 | loss: -4.025724 | norm:  6.681439 | fidelity:  0.860305 | Sz:  0.000000 | S^2: -0.000000
iter: 48 | loss: -4.045580 | norm:  5.941977 | fidelity:  0.860551 | Sz: -0.000000 | S^2: -0.000000
iter: 49 | loss: -4.048593 | norm:  7.852815 | fidelity:  0.859266 | Sz:  0.000000 | S^2:  0.000000
iter: 50 | loss: -4.047875 | norm:  9.675935 | fidelity:  0.858091 | Sz:  0.000000 | S^2:  0.000000
iter: 51 | loss: -4.055860 | norm:  10.192774 | fidelity:  0.858566 | Sz: -0.000000 | S^2: -0.000000
iter: 52 | loss: -4.075782 | norm:  9.183397 | fidelity:  0.861054 | Sz:  0.000000 | S^2:  0.000000
iter: 53 | loss: -4.101406 | norm:  6.924423 | fidelity:  0.864742 | Sz:  0.000000 | S^2:  0.000000
iter: 54 | loss: -4.122174 | norm:  4.154899 | fidelity:  0.868210 | Sz:  0.000000 | S^2:  0.000000
iter: 55 | loss: -4.130676 | norm:  2.931229 | fidelity:  0.870360 | Sz:  0.000000 | S^2:  0.000000
iter: 56 | loss: -4.127233 | norm:  4.762300 | fidelity:  0.871057 | Sz:  0.000000 | S^2: -0.000000
iter: 57 | loss: -4.118377 | norm:  6.827277 | fidelity:  0.870949 | Sz: -0.000000 | S^2:  0.000000
iter: 58 | loss: -4.112754 | norm:  7.980978 | fidelity:  0.871052 | Sz:  0.000000 | S^2: -0.000000
iter: 59 | loss: -4.115470 | norm:  7.981409 | fidelity:  0.871977 | Sz: -0.000000 | S^2: -0.000000
iter: 60 | loss: -4.126025 | norm:  6.897173 | fidelity:  0.873672 | Sz:  0.000000 | S^2:  0.000000
iter: 61 | loss: -4.139452 | norm:  5.014779 | fidelity:  0.875523 | Sz: -0.000000 | S^2:  0.000000
iter: 62 | loss: -4.149771 | norm:  2.888471 | fidelity:  0.876778 | Sz:  0.000000 | S^2:  0.000000
iter: 63 | loss: -4.153554 | norm:  1.991054 | fidelity:  0.877016 | Sz:  0.000000 | S^2: -0.000000
iter: 64 | loss: -4.151401 | norm:  3.222834 | fidelity:  0.876359 | Sz:  0.000000 | S^2: -0.000000
iter: 65 | loss: -4.147154 | norm:  4.455102 | fidelity:  0.875420 | Sz:  0.000000 | S^2: -0.000000
iter: 66 | loss: -4.144779 | norm:  4.942403 | fidelity:  0.874854 | Sz: -0.000000 | S^2:  0.000000
iter: 67 | loss: -4.146072 | norm:  4.611723 | fidelity:  0.875036 | Sz: -0.000000 | S^2:  0.000000
iter: 68 | loss: -4.149699 | norm:  3.673646 | fidelity:  0.875842 | Sz: -0.000000 | S^2:  0.000000
iter: 69 | loss: -4.153307 | norm:  2.620634 | fidelity:  0.876941 | Sz: -0.000000 | S^2: -0.000000
iter: 70 | loss: -4.154921 | norm:  2.289144 | fidelity:  0.877934 | Sz: -0.000000 | S^2: -0.000000
iter: 71 | loss: -4.154712 | norm:  2.876688 | fidelity:  0.878685 | Sz: -0.000000 | S^2:  0.000000
iter: 72 | loss: -4.154085 | norm:  3.535043 | fidelity:  0.879227 | Sz:  0.000000 | S^2:  0.000000
iter: 73 | loss: -4.154833 | norm:  3.774256 | fidelity:  0.879727 | Sz: -0.000000 | S^2: -0.000000
iter: 74 | loss: -4.157436 | norm:  3.484966 | fidelity:  0.880225 | Sz: -0.000000 | S^2:  0.000000
iter: 75 | loss: -4.161270 | norm:  2.758139 | fidelity:  0.880674 | Sz:  0.000000 | S^2:  0.000000
iter: 76 | loss: -4.164880 | norm:  1.857901 | fidelity:  0.880919 | Sz: -0.000000 | S^2:  0.000000
iter: 77 | loss: -4.167146 | norm:  1.363104 | fidelity:  0.880852 | Sz:  0.000000 | S^2:  0.000000
iter: 78 | loss: -4.168042 | norm:  1.741227 | fidelity:  0.880524 | Sz: -0.000000 | S^2:  0.000000
iter: 79 | loss: -4.168178 | norm:  2.313949 | fidelity:  0.880066 | Sz: -0.000000 | S^2: -0.000000
iter: 80 | loss: -4.168536 | norm:  2.597628 | fidelity:  0.879679 | Sz: -0.000000 | S^2:  0.000000
iter: 81 | loss: -4.169818 | norm:  2.486729 | fidelity:  0.879538 | Sz: -0.000000 | S^2: -0.000000
iter: 82 | loss: -4.171792 | norm:  2.058830 | fidelity:  0.879651 | Sz: -0.000000 | S^2:  0.000000
iter: 83 | loss: -4.173751 | norm:  1.549684 | fidelity:  0.879921 | Sz: -0.000000 | S^2: -0.000000
iter: 84 | loss: -4.175255 | norm:  1.346694 | fidelity:  0.880251 | Sz: -0.000000 | S^2:  0.000000
iter: 85 | loss: -4.176236 | norm:  1.571333 | fidelity:  0.880565 | Sz:  0.000000 | S^2:  0.000000
iter: 86 | loss: -4.177031 | norm:  1.847379 | fidelity:  0.880840 | Sz: -0.000000 | S^2: -0.000000
iter: 87 | loss: -4.178124 | norm:  1.904157 | fidelity:  0.881105 | Sz:  0.000000 | S^2: -0.000000
iter: 88 | loss: -4.179467 | norm:  1.677807 | fidelity:  0.881329 | Sz: -0.000000 | S^2: -0.000000
iter: 89 | loss: -4.180984 | norm:  1.235556 | fidelity:  0.881531 | Sz:  0.000000 | S^2: -0.000000
iter: 90 | loss: -4.182190 | norm:  0.776937 | fidelity:  0.881659 | Sz:  0.000000 | S^2:  0.000000
iter: 91 | loss: -4.182939 | norm:  0.710455 | fidelity:  0.881718 | Sz: -0.000000 | S^2:  0.000000
iter: 92 | loss: -4.183430 | norm:  1.009776 | fidelity:  0.881750 | Sz:  0.000000 | S^2:  0.000000
iter: 93 | loss: -4.183843 | norm:  1.240207 | fidelity:  0.881775 | Sz: -0.000000 | S^2: -0.000000
iter: 94 | loss: -4.184655 | norm:  1.256690 | fidelity:  0.881873 | Sz:  0.000000 | S^2:  0.000000
iter: 95 | loss: -4.185766 | norm:  1.063919 | fidelity:  0.882023 | Sz: -0.000000 | S^2: -0.000000
iter: 96 | loss: -4.186978 | norm:  0.760229 | fidelity:  0.882199 | Sz:  0.000000 | S^2: -0.000000
iter: 97 | loss: -4.188067 | norm:  0.573940 | fidelity:  0.882371 | Sz:  0.000000 | S^2:  0.000000
iter: 98 | loss: -4.189002 | norm:  0.712044 | fidelity:  0.882534 | Sz: -0.000000 | S^2:  0.000000
iter: 99 | loss: -4.189732 | norm:  0.946295 | fidelity:  0.882663 | Sz:  0.000000 | S^2: -0.000000
iter: 100 | loss: -4.190530 | norm:  1.076478 | fidelity:  0.882799 | Sz:  0.000000 | S^2: -0.000000
iter: 101 | loss: -4.191441 | norm:  1.052500 | fidelity:  0.882945 | Sz: -0.000000 | S^2:  0.000000
iter: 102 | loss: -4.192531 | norm:  0.901282 | fidelity:  0.883125 | Sz:  0.000000 | S^2:  0.000000
iter: 103 | loss: -4.193558 | norm:  0.709439 | fidelity:  0.883311 | Sz:  0.000000 | S^2: -0.000000
iter: 104 | loss: -4.194512 | norm:  0.610953 | fidelity:  0.883517 | Sz:  0.000000 | S^2:  0.000000
iter: 105 | loss: -4.195410 | norm:  0.664316 | fidelity:  0.883754 | Sz:  0.000000 | S^2: -0.000000
iter: 106 | loss: -4.196309 | norm:  0.757494 | fidelity:  0.884023 | Sz: -0.000000 | S^2: -0.000000
iter: 107 | loss: -4.197211 | norm:  0.786315 | fidelity:  0.884308 | Sz: -0.000000 | S^2:  0.000000
iter: 108 | loss: -4.198182 | norm:  0.727016 | fidelity:  0.884610 | Sz: -0.000000 | S^2:  0.000000
iter: 109 | loss: -4.199182 | norm:  0.618816 | fidelity:  0.884914 | Sz:  0.000000 | S^2: -0.000000
iter: 110 | loss: -4.200104 | norm:  0.546548 | fidelity:  0.885194 | Sz:  0.000000 | S^2:  0.000000
iter: 111 | loss: -4.200956 | norm:  0.572394 | fidelity:  0.885451 | Sz: -0.000000 | S^2: -0.000000
iter: 112 | loss: -4.201765 | norm:  0.648632 | fidelity:  0.885688 | Sz: -0.000000 | S^2:  0.000000
iter: 113 | loss: -4.202571 | norm:  0.693578 | fidelity:  0.885909 | Sz: -0.000000 | S^2: -0.000000
iter: 114 | loss: -4.203402 | norm:  0.669372 | fidelity:  0.886122 | Sz:  0.000000 | S^2: -0.000000
iter: 115 | loss: -4.204198 | norm:  0.582795 | fidelity:  0.886319 | Sz: -0.000000 | S^2: -0.000000
iter: 116 | loss: -4.205038 | norm:  0.473913 | fidelity:  0.886526 | Sz:  0.000000 | S^2:  0.000000
iter: 117 | loss: -4.205764 | norm:  0.399761 | fidelity:  0.886717 | Sz: -0.000000 | S^2:  0.000000
iter: 118 | loss: -4.206556 | norm:  0.388310 | fidelity:  0.886934 | Sz:  0.000000 | S^2:  0.000000
iter: 119 | loss: -4.207269 | norm:  0.403655 | fidelity:  0.887150 | Sz:  0.000000 | S^2: -0.000000
iter: 120 | loss: -4.207962 | norm:  0.404315 | fidelity:  0.887376 | Sz: -0.000000 | S^2: -0.000000
iter: 121 | loss: -4.208669 | norm:  0.388248 | fidelity:  0.887619 | Sz: -0.000000 | S^2:  0.000000
iter: 122 | loss: -4.209332 | norm:  0.384199 | fidelity:  0.887867 | Sz:  0.000000 | S^2:  0.000000
iter: 123 | loss: -4.210031 | norm:  0.414748 | fidelity:  0.888133 | Sz: -0.000000 | S^2:  0.000000
iter: 124 | loss: -4.210618 | norm:  0.464697 | fidelity:  0.888381 | Sz:  0.000000 | S^2: -0.000000
iter: 125 | loss: -4.211216 | norm:  0.501372 | fidelity:  0.888629 | Sz:  0.000000 | S^2: -0.000000
iter: 126 | loss: -4.211829 | norm:  0.504144 | fidelity:  0.888870 | Sz: -0.000000 | S^2:  0.000000
iter: 127 | loss: -4.212368 | norm:  0.471779 | fidelity:  0.889081 | Sz: -0.000000 | S^2:  0.000000
iter: 128 | loss: -4.212915 | norm:  0.418858 | fidelity:  0.889280 | Sz:  0.000000 | S^2: -0.000000
iter: 129 | loss: -4.213455 | norm:  0.367238 | fidelity:  0.889465 | Sz:  0.000000 | S^2: -0.000000
iter: 130 | loss: -4.213956 | norm:  0.332429 | fidelity:  0.889633 | Sz:  0.000000 | S^2:  0.000000
iter: 131 | loss: -4.214412 | norm:  0.312557 | fidelity:  0.889788 | Sz: -0.000000 | S^2:  0.000000
iter: 132 | loss: -4.214891 | norm:  0.295540 | fidelity:  0.889952 | Sz: -0.000000 | S^2:  0.000000
iter: 133 | loss: -4.215373 | norm:  0.276406 | fidelity:  0.890126 | Sz:  0.000000 | S^2: -0.000000
iter: 134 | loss: -4.215756 | norm:  0.263292 | fidelity:  0.890292 | Sz:  0.000000 | S^2:  0.000000
iter: 135 | loss: -4.216154 | norm:  0.267110 | fidelity:  0.890476 | Sz: -0.000000 | S^2:  0.000000
iter: 136 | loss: -4.216579 | norm:  0.285507 | fidelity:  0.890680 | Sz:  0.000000 | S^2: -0.000000
iter: 137 | loss: -4.216982 | norm:  0.304029 | fidelity:  0.890887 | Sz:  0.000000 | S^2: -0.000000
iter: 138 | loss: -4.217250 | norm:  0.310505 | fidelity:  0.891070 | Sz:  0.000000 | S^2: -0.000000
iter: 139 | loss: -4.217593 | norm:  0.302808 | fidelity:  0.891268 | Sz:  0.000000 | S^2:  0.000000
iter: 140 | loss: -4.218036 | norm:  0.288092 | fidelity:  0.891484 | Sz: -0.000000 | S^2: -0.000000
iter: 141 | loss: -4.218320 | norm:  0.276822 | fidelity:  0.891662 | Sz: -0.000000 | S^2:  0.000000
iter: 142 | loss: -4.218637 | norm:  0.273992 | fidelity:  0.891842 | Sz: -0.000000 | S^2:  0.000000
iter: 143 | loss: -4.218919 | norm:  0.275519 | fidelity:  0.892013 | Sz:  0.000000 | S^2:  0.000000
iter: 144 | loss: -4.219198 | norm:  0.274483 | fidelity:  0.892182 | Sz:  0.000000 | S^2: -0.000000
iter: 145 | loss: -4.219504 | norm:  0.268690 | fidelity:  0.892358 | Sz: -0.000000 | S^2:  0.000000
iter: 146 | loss: -4.219768 | norm:  0.261878 | fidelity:  0.892526 | Sz: -0.000000 | S^2:  0.000000
iter: 147 | loss: -4.220091 | norm:  0.259053 | fidelity:  0.892707 | Sz:  0.000000 | S^2:  0.000000
iter: 148 | loss: -4.220315 | norm:  0.260623 | fidelity:  0.892867 | Sz: -0.000000 | S^2:  0.000000
iter: 149 | loss: -4.220588 | norm:  0.261900 | fidelity:  0.893034 | Sz: -0.000000 | S^2:  0.000000
iter: 150 | loss: -4.220841 | norm:  0.258087 | fidelity:  0.893194 | Sz: -0.000000 | S^2:  0.000000
iter: 151 | loss: -4.221062 | norm:  0.248623 | fidelity:  0.893342 | Sz:  0.000000 | S^2: -0.000000
iter: 152 | loss: -4.221273 | norm:  0.237370 | fidelity:  0.893484 | Sz: -0.000000 | S^2: -0.000000
iter: 153 | loss: -4.221467 | norm:  0.229216 | fidelity:  0.893620 | Sz: -0.000000 | S^2: -0.000000
iter: 154 | loss: -4.221703 | norm:  0.226053 | fidelity:  0.893764 | Sz:  0.000000 | S^2: -0.000000
iter: 155 | loss: -4.221941 | norm:  0.226181 | fidelity:  0.893908 | Sz:  0.000000 | S^2:  0.000000
iter: 156 | loss: -4.222136 | norm:  0.227486 | fidelity:  0.894044 | Sz: -0.000000 | S^2:  0.000000
iter: 157 | loss: -4.222361 | norm:  0.229941 | fidelity:  0.894187 | Sz:  0.000000 | S^2:  0.000000
iter: 158 | loss: -4.222569 | norm:  0.234659 | fidelity:  0.894325 | Sz:  0.000000 | S^2: -0.000000
iter: 159 | loss: -4.222729 | norm:  0.241342 | fidelity:  0.894451 | Sz:  0.000000 | S^2: -0.000000
iter: 160 | loss: -4.222985 | norm:  0.247514 | fidelity:  0.894593 | Sz:  0.000000 | S^2: -0.000000
iter: 161 | loss: -4.223129 | norm:  0.250276 | fidelity:  0.894705 | Sz:  0.000000 | S^2:  0.000000
iter: 162 | loss: -4.223377 | norm:  0.248554 | fidelity:  0.894833 | Sz:  0.000000 | S^2:  0.000000
iter: 163 | loss: -4.223492 | norm:  0.243612 | fidelity:  0.894928 | Sz: -0.000000 | S^2: -0.000000
iter: 164 | loss: -4.223746 | norm:  0.237922 | fidelity:  0.895049 | Sz:  0.000000 | S^2: -0.000000
iter: 165 | loss: -4.223945 | norm:  0.233348 | fidelity:  0.895156 | Sz: -0.000000 | S^2:  0.000000
iter: 166 | loss: -4.224163 | norm:  0.230366 | fidelity:  0.895267 | Sz:  0.000000 | S^2:  0.000000
iter: 167 | loss: -4.224374 | norm:  0.228706 | fidelity:  0.895377 | Sz:  0.000000 | S^2:  0.000000
iter: 168 | loss: -4.224542 | norm:  0.228372 | fidelity:  0.895480 | Sz:  0.000000 | S^2: -0.000000
iter: 169 | loss: -4.224746 | norm:  0.229675 | fidelity:  0.895592 | Sz: -0.000000 | S^2:  0.000000
iter: 170 | loss: -4.224954 | norm:  0.232478 | fidelity:  0.895704 | Sz:  0.000000 | S^2:  0.000000
iter: 171 | loss: -4.225143 | norm:  0.235773 | fidelity:  0.895812 | Sz:  0.000000 | S^2: -0.000000
iter: 172 | loss: -4.225389 | norm:  0.238275 | fidelity:  0.895930 | Sz: -0.000000 | S^2: -0.000000
iter: 173 | loss: -4.225575 | norm:  0.239316 | fidelity:  0.896033 | Sz:  0.000000 | S^2: -0.000000
iter: 174 | loss: -4.225783 | norm:  0.239247 | fidelity:  0.896138 | Sz: -0.000000 | S^2: -0.000000
iter: 175 | loss: -4.226006 | norm:  0.238976 | fidelity:  0.896245 | Sz: -0.000000 | S^2: -0.000000
iter: 176 | loss: -4.226219 | norm:  0.239237 | fidelity:  0.896349 | Sz:  0.000000 | S^2:  0.000000
iter: 177 | loss: -4.226448 | norm:  0.240237 | fidelity:  0.896455 | Sz:  0.000000 | S^2: -0.000000
iter: 178 | loss: -4.226641 | norm:  0.241862 | fidelity:  0.896554 | Sz: -0.000000 | S^2:  0.000000
iter: 179 | loss: -4.226890 | norm:  0.243981 | fidelity:  0.896664 | Sz:  0.000000 | S^2: -0.000000
iter: 180 | loss: -4.227101 | norm:  0.246491 | fidelity:  0.896766 | Sz: -0.000000 | S^2: -0.000000
iter: 181 | loss: -4.227384 | norm:  0.249142 | fidelity:  0.896882 | Sz: -0.000000 | S^2: -0.000000
iter: 182 | loss: -4.227646 | norm:  0.251453 | fidelity:  0.896992 | Sz: -0.000000 | S^2:  0.000000
iter: 183 | loss: -4.227810 | norm:  0.252948 | fidelity:  0.897079 | Sz:  0.000000 | S^2:  0.000000
iter: 184 | loss: -4.228120 | norm:  0.253479 | fidelity:  0.897195 | Sz: -0.000000 | S^2:  0.000000
iter: 185 | loss: -4.228356 | norm:  0.253314 | fidelity:  0.897293 | Sz: -0.000000 | S^2: -0.000000
iter: 186 | loss: -4.228612 | norm:  0.252968 | fidelity:  0.897393 | Sz: -0.000000 | S^2: -0.000000
iter: 187 | loss: -4.228877 | norm:  0.252930 | fidelity:  0.897494 | Sz: -0.000000 | S^2: -0.000000
iter: 188 | loss: -4.229169 | norm:  0.253462 | fidelity:  0.897600 | Sz: -0.000000 | S^2:  0.000000
iter: 189 | loss: -4.229457 | norm:  0.254646 | fidelity:  0.897706 | Sz:  0.000000 | S^2:  0.000000
iter: 190 | loss: -4.229658 | norm:  0.256440 | fidelity:  0.897793 | Sz:  0.000000 | S^2:  0.000000
iter: 191 | loss: -4.229968 | norm:  0.258713 | fidelity:  0.897903 | Sz: -0.000000 | S^2:  0.000000
iter: 192 | loss: -4.230145 | norm:  0.261175 | fidelity:  0.897985 | Sz: -0.000000 | S^2: -0.000000
iter: 193 | loss: -4.230485 | norm:  0.263490 | fidelity:  0.898101 | Sz:  0.000000 | S^2: -0.000000
iter: 194 | loss: -4.230810 | norm:  0.265346 | fidelity:  0.898213 | Sz:  0.000000 | S^2: -0.000000
iter: 195 | loss: -4.231053 | norm:  0.266632 | fidelity:  0.898308 | Sz:  0.000000 | S^2: -0.000000
iter: 196 | loss: -4.231353 | norm:  0.267451 | fidelity:  0.898414 | Sz: -0.000000 | S^2: -0.000000
iter: 197 | loss: -4.231681 | norm:  0.268027 | fidelity:  0.898526 | Sz: -0.000000 | S^2: -0.000000
iter: 198 | loss: -4.231968 | norm:  0.268574 | fidelity:  0.898630 | Sz:  0.000000 | S^2:  0.000000
iter: 199 | loss: -4.232263 | norm:  0.269252 | fidelity:  0.898736 | Sz: -0.000000 | S^2:  0.000000
iter: 200 | loss: -4.232569 | norm:  0.270129 | fidelity:  0.898845 | Sz:  0.000000 | S^2: -0.000000
iter: 201 | loss: -4.232872 | norm:  0.271207 | fidelity:  0.898955 | Sz: -0.000000 | S^2:  0.000000
iter: 202 | loss: -4.233178 | norm:  0.272427 | fidelity:  0.899066 | Sz: -0.000000 | S^2:  0.000000
iter: 203 | loss: -4.233543 | norm:  0.273676 | fidelity:  0.899190 | Sz: -0.000000 | S^2: -0.000000
iter: 204 | loss: -4.233860 | norm:  0.274831 | fidelity:  0.899306 | Sz: -0.000000 | S^2:  0.000000
iter: 205 | loss: -4.234207 | norm:  0.275815 | fidelity:  0.899428 | Sz: -0.000000 | S^2: -0.000000
iter: 206 | loss: -4.234557 | norm:  0.276632 | fidelity:  0.899552 | Sz: -0.000000 | S^2: -0.000000
iter: 207 | loss: -4.234844 | norm:  0.277363 | fidelity:  0.899663 | Sz: -0.000000 | S^2:  0.000000
iter: 208 | loss: -4.235197 | norm:  0.278134 | fidelity:  0.899790 | Sz:  0.000000 | S^2: -0.000000
iter: 209 | loss: -4.235587 | norm:  0.279031 | fidelity:  0.899926 | Sz:  0.000000 | S^2:  0.000000
iter: 210 | loss: -4.235878 | norm:  0.280067 | fidelity:  0.900042 | Sz:  0.000000 | S^2: -0.000000
iter: 211 | loss: -4.236298 | norm:  0.281232 | fidelity:  0.900187 | Sz: -0.000000 | S^2:  0.000000
iter: 212 | loss: -4.236612 | norm:  0.282429 | fidelity:  0.900311 | Sz: -0.000000 | S^2: -0.000000
iter: 213 | loss: -4.236959 | norm:  0.283564 | fidelity:  0.900444 | Sz:  0.000000 | S^2: -0.000000
iter: 214 | loss: -4.237366 | norm:  0.284535 | fidelity:  0.900591 | Sz: -0.000000 | S^2: -0.000000
iter: 215 | loss: -4.237686 | norm:  0.285258 | fidelity:  0.900720 | Sz:  0.000000 | S^2:  0.000000
iter: 216 | loss: -4.238108 | norm:  0.285717 | fidelity:  0.900872 | Sz: -0.000000 | S^2:  0.000000
iter: 217 | loss: -4.238471 | norm:  0.285947 | fidelity:  0.901013 | Sz: -0.000000 | S^2: -0.000000
iter: 218 | loss: -4.238841 | norm:  0.286030 | fidelity:  0.901157 | Sz: -0.000000 | S^2:  0.000000
iter: 219 | loss: -4.239232 | norm:  0.286062 | fidelity:  0.901307 | Sz:  0.000000 | S^2: -0.000000
iter: 220 | loss: -4.239611 | norm:  0.286115 | fidelity:  0.901457 | Sz: -0.000000 | S^2:  0.000000
iter: 221 | loss: -4.240002 | norm:  0.286229 | fidelity:  0.901611 | Sz:  0.000000 | S^2: -0.000000
iter: 222 | loss: -4.240402 | norm:  0.286393 | fidelity:  0.901769 | Sz:  0.000000 | S^2: -0.000000
iter: 223 | loss: -4.240735 | norm:  0.286572 | fidelity:  0.901915 | Sz:  0.000000 | S^2: -0.000000
iter: 224 | loss: -4.241157 | norm:  0.286719 | fidelity:  0.902082 | Sz: -0.000000 | S^2:  0.000000
iter: 225 | loss: -4.241572 | norm:  0.286757 | fidelity:  0.902249 | Sz:  0.000000 | S^2:  0.000000
