nohup: ignoring input
spin up orbital energies: {0: -2.0, 2: 0, 4: 0, 6: 2.0}
spin down orbital energies:  {1: -2.0, 3: 0, 5: 0, 7: 2.0}
spin up indices:  [0, 2]    spin down indices:  [1, 3] 

iter: 1 | loss: -0.000000 | norm:  0.000000 | fidelity:  0.424914 | Sz:  0.000000 | S^2: -0.000000
iter: 31 | loss: -1.492811 | norm:  13.124869 | fidelity:  0.614878 | Sz: -0.000000 | S^2:  0.000000
iter: 32 | loss: -1.414046 | norm:  16.540937 | fidelity:  0.602257 | Sz: -0.000000 | S^2: -0.000000
iter: 33 | loss: -1.413865 | norm:  16.035828 | fidelity:  0.597555 | Sz:  0.000000 | S^2: -0.000000
iter: 34 | loss: -1.443323 | norm:  13.763885 | fidelity:  0.607794 | Sz: -0.000000 | S^2:  0.000000
iter: 35 | loss: -1.430651 | norm:  14.077315 | fidelity:  0.625737 | Sz:  0.000000 | S^2: -0.000000
iter: 36 | loss: -1.392932 | norm:  16.757359 | fidelity:  0.642894 | Sz: -0.000000 | S^2:  0.000000
iter: 37 | loss: -1.419261 | norm:  17.616861 | fidelity:  0.660159 | Sz:  0.000000 | S^2: -0.000000
iter: 38 | loss: -1.547228 | norm:  14.713969 | fidelity:  0.682147 | Sz:  0.000000 | S^2:  0.000000
iter: 39 | loss: -1.702735 | norm:  8.552056 | fidelity:  0.704276 | Sz:  0.000000 | S^2: -0.000000
iter: 40 | loss: -1.777932 | norm:  2.699768 | fidelity:  0.714736 | Sz:  0.000000 | S^2:  0.000000
iter: 41 | loss: -1.746841 | norm:  7.199290 | fidelity:  0.709808 | Sz:  0.000000 | S^2: -0.000000
iter: 42 | loss: -1.681536 | norm:  11.085266 | fidelity:  0.697828 | Sz:  0.000000 | S^2:  0.000000
iter: 43 | loss: -1.655999 | norm:  11.815511 | fidelity:  0.687823 | Sz:  0.000000 | S^2:  0.000000
iter: 44 | loss: -1.676294 | norm:  9.935809 | fidelity:  0.681903 | Sz: -0.000000 | S^2: -0.000000
iter: 45 | loss: -1.700644 | norm:  7.296929 | fidelity:  0.678008 | Sz: -0.000000 | S^2:  0.000000
iter: 46 | loss: -1.697820 | norm:  7.080628 | fidelity:  0.675366 | Sz:  0.000000 | S^2:  0.000000
iter: 47 | loss: -1.682855 | norm:  8.849046 | fidelity:  0.676702 | Sz: -0.000000 | S^2: -0.000000
iter: 48 | loss: -1.693624 | norm:  9.353415 | fidelity:  0.685093 | Sz:  0.000000 | S^2:  0.000000
iter: 49 | loss: -1.739240 | norm:  7.429175 | fidelity:  0.699322 | Sz: -0.000000 | S^2: -0.000000
iter: 50 | loss: -1.787595 | norm:  3.554913 | fidelity:  0.713760 | Sz:  0.000000 | S^2: -0.000000
iter: 51 | loss: -1.802206 | norm:  2.195506 | fidelity:  0.722935 | Sz: -0.000000 | S^2:  0.000000
iter: 52 | loss: -1.783878 | norm:  5.788836 | fidelity:  0.726236 | Sz: -0.000000 | S^2: -0.000000
iter: 53 | loss: -1.767128 | norm:  7.480588 | fidelity:  0.727474 | Sz:  0.000000 | S^2:  0.000000
iter: 54 | loss: -1.774406 | norm:  6.630227 | fidelity:  0.729574 | Sz: -0.000000 | S^2: -0.000000
iter: 55 | loss: -1.792019 | norm:  4.170201 | fidelity:  0.731620 | Sz: -0.000000 | S^2: -0.000000
iter: 56 | loss: -1.795628 | norm:  3.355414 | fidelity:  0.731439 | Sz:  0.000000 | S^2:  0.000000
iter: 57 | loss: -1.784316 | norm:  5.284221 | fidelity:  0.729237 | Sz:  0.000000 | S^2: -0.000000
iter: 58 | loss: -1.778723 | norm:  6.228963 | fidelity:  0.727476 | Sz:  0.000000 | S^2:  0.000000
iter: 59 | loss: -1.790597 | norm:  5.193046 | fidelity:  0.727601 | Sz:  0.000000 | S^2:  0.000000
iter: 60 | loss: -1.808342 | norm:  2.664910 | fidelity:  0.728403 | Sz: -0.000000 | S^2:  0.000000
iter: 61 | loss: -1.814491 | norm:  1.343813 | fidelity:  0.727942 | Sz: -0.000000 | S^2:  0.000000
iter: 62 | loss: -1.807840 | norm:  3.474747 | fidelity:  0.726217 | Sz:  0.000000 | S^2:  0.000000
iter: 63 | loss: -1.801968 | norm:  4.482262 | fidelity:  0.725039 | Sz:  0.000000 | S^2:  0.000000
iter: 64 | loss: -1.805585 | norm:  3.900525 | fidelity:  0.725514 | Sz:  0.000000 | S^2: -0.000000
iter: 65 | loss: -1.812977 | norm:  2.361820 | fidelity:  0.726801 | Sz:  0.000000 | S^2:  0.000000
iter: 66 | loss: -1.814563 | norm:  2.022896 | fidelity:  0.727547 | Sz: -0.000000 | S^2: -0.000000
iter: 67 | loss: -1.810362 | norm:  3.299254 | fidelity:  0.727697 | Sz:  0.000000 | S^2:  0.000000
iter: 68 | loss: -1.808770 | norm:  3.857869 | fidelity:  0.728353 | Sz: -0.000000 | S^2: -0.000000
iter: 69 | loss: -1.814098 | norm:  3.160218 | fidelity:  0.730088 | Sz: -0.000000 | S^2:  0.000000
iter: 70 | loss: -1.821182 | norm:  1.595714 | fidelity:  0.732225 | Sz: -0.000000 | S^2:  0.000000
iter: 71 | loss: -1.823296 | norm:  1.173135 | fidelity:  0.733857 | Sz:  0.000000 | S^2:  0.000000
iter: 72 | loss: -1.820969 | norm:  2.385939 | fidelity:  0.734919 | Sz:  0.000000 | S^2:  0.000000
iter: 73 | loss: -1.819912 | norm:  2.761179 | fidelity:  0.735963 | Sz:  0.000000 | S^2:  0.000000
iter: 74 | loss: -1.822301 | norm:  2.057234 | fidelity:  0.737179 | Sz: -0.000000 | S^2: -0.000000
iter: 75 | loss: -1.824454 | norm:  0.928502 | fidelity:  0.738130 | Sz:  0.000000 | S^2: -0.000000
iter: 76 | loss: -1.823334 | norm:  1.456128 | fidelity:  0.738497 | Sz:  0.000000 | S^2: -0.000000
iter: 77 | loss: -1.821146 | norm:  2.279968 | fidelity:  0.738600 | Sz:  0.000000 | S^2: -0.000000
iter: 78 | loss: -1.821627 | norm:  2.247895 | fidelity:  0.738979 | Sz:  0.000000 | S^2:  0.000000
iter: 79 | loss: -1.824482 | norm:  1.440341 | fidelity:  0.739643 | Sz:  0.000000 | S^2: -0.000000
iter: 80 | loss: -1.826430 | norm:  0.760362 | fidelity:  0.740129 | Sz:  0.000000 | S^2: -0.000000
iter: 81 | loss: -1.826274 | norm:  1.375202 | fidelity:  0.740175 | Sz:  0.000000 | S^2:  0.000000
iter: 82 | loss: -1.826075 | norm:  1.743867 | fidelity:  0.739993 | Sz:  0.000000 | S^2:  0.000000
iter: 83 | loss: -1.827353 | norm:  1.394436 | fidelity:  0.739819 | Sz: -0.000000 | S^2:  0.000000
iter: 84 | loss: -1.828875 | norm:  0.578396 | fidelity:  0.739595 | Sz:  0.000000 | S^2:  0.000000
iter: 85 | loss: -1.828934 | norm:  0.737460 | fidelity:  0.739201 | Sz: -0.000000 | S^2: -0.000000
iter: 86 | loss: -1.828120 | norm:  1.379228 | fidelity:  0.738806 | Sz:  0.000000 | S^2:  0.000000
iter: 87 | loss: -1.828113 | norm:  1.468117 | fidelity:  0.738646 | Sz: -0.000000 | S^2:  0.000000
iter: 88 | loss: -1.829128 | norm:  1.019545 | fidelity:  0.738730 | Sz:  0.000000 | S^2:  0.000000
iter: 89 | loss: -1.829872 | norm:  0.577976 | fidelity:  0.738877 | Sz:  0.000000 | S^2:  0.000000
iter: 90 | loss: -1.829796 | norm:  0.916537 | fidelity:  0.739024 | Sz:  0.000000 | S^2:  0.000000
iter: 91 | loss: -1.829753 | norm:  1.157168 | fidelity:  0.739275 | Sz: -0.000000 | S^2:  0.000000
iter: 92 | loss: -1.830433 | norm:  0.921460 | fidelity:  0.739710 | Sz: -0.000000 | S^2:  0.000000
iter: 93 | loss: -1.831239 | norm:  0.388626 | fidelity:  0.740234 | Sz: -0.000000 | S^2: -0.000000
iter: 94 | loss: -1.831447 | norm:  0.516883 | fidelity:  0.740736 | Sz:  0.000000 | S^2: -0.000000
iter: 95 | loss: -1.831356 | norm:  0.886476 | fidelity:  0.741224 | Sz: -0.000000 | S^2: -0.000000
iter: 96 | loss: -1.831657 | norm:  0.864564 | fidelity:  0.741763 | Sz:  0.000000 | S^2: -0.000000
iter: 97 | loss: -1.832282 | norm:  0.506324 | fidelity:  0.742334 | Sz:  0.000000 | S^2:  0.000000
iter: 98 | loss: -1.832667 | norm:  0.340057 | fidelity:  0.742849 | Sz:  0.000000 | S^2: -0.000000
iter: 99 | loss: -1.832714 | norm:  0.644585 | fidelity:  0.743254 | Sz:  0.000000 | S^2: -0.000000
iter: 100 | loss: -1.832895 | norm:  0.722250 | fidelity:  0.743584 | Sz: -0.000000 | S^2: -0.000000
iter: 101 | loss: -1.833335 | norm:  0.486146 | fidelity:  0.743834 | Sz:  0.000000 | S^2:  0.000000
iter: 102 | loss: -1.833708 | norm:  0.226290 | fidelity:  0.743986 | Sz:  0.000000 | S^2:  0.000000
iter: 103 | loss: -1.833820 | norm:  0.476978 | fidelity:  0.744048 | Sz:  0.000000 | S^2:  0.000000
iter: 104 | loss: -1.833950 | norm:  0.629343 | fidelity:  0.744098 | Sz: -0.000000 | S^2:  0.000000
iter: 105 | loss: -1.834298 | norm:  0.511985 | fidelity:  0.744173 | Sz:  0.000000 | S^2:  0.000000
iter: 106 | loss: -1.834688 | norm:  0.283329 | fidelity:  0.744254 | Sz:  0.000000 | S^2:  0.000000
iter: 107 | loss: -1.834926 | norm:  0.368877 | fidelity:  0.744317 | Sz:  0.000000 | S^2: -0.000000
iter: 108 | loss: -1.835092 | norm:  0.509248 | fidelity:  0.744365 | Sz:  0.000000 | S^2:  0.000000
iter: 109 | loss: -1.835395 | norm:  0.442834 | fidelity:  0.744441 | Sz: -0.000000 | S^2: -0.000000
iter: 110 | loss: -1.835737 | norm:  0.248928 | fidelity:  0.744543 | Sz: -0.000000 | S^2:  0.000000
iter: 111 | loss: -1.835961 | norm:  0.279335 | fidelity:  0.744666 | Sz: -0.000000 | S^2: -0.000000
iter: 112 | loss: -1.836141 | norm:  0.413244 | fidelity:  0.744838 | Sz:  0.000000 | S^2:  0.000000
iter: 113 | loss: -1.836399 | norm:  0.389913 | fidelity:  0.745078 | Sz:  0.000000 | S^2:  0.000000
iter: 114 | loss: -1.836731 | norm:  0.250098 | fidelity:  0.745384 | Sz: -0.000000 | S^2: -0.000000
iter: 115 | loss: -1.836999 | norm:  0.240245 | fidelity:  0.745712 | Sz:  0.000000 | S^2: -0.000000
iter: 116 | loss: -1.837221 | norm:  0.341728 | fidelity:  0.746044 | Sz: -0.000000 | S^2: -0.000000
iter: 117 | loss: -1.837487 | norm:  0.333598 | fidelity:  0.746379 | Sz:  0.000000 | S^2: -0.000000
iter: 118 | loss: -1.837800 | norm:  0.227862 | fidelity:  0.746715 | Sz: -0.000000 | S^2:  0.000000
iter: 119 | loss: -1.838056 | norm:  0.220891 | fidelity:  0.747028 | Sz:  0.000000 | S^2:  0.000000
iter: 120 | loss: -1.838285 | norm:  0.313021 | fidelity:  0.747329 | Sz: -0.000000 | S^2: -0.000000
iter: 121 | loss: -1.838549 | norm:  0.320538 | fidelity:  0.747617 | Sz:  0.000000 | S^2:  0.000000
iter: 122 | loss: -1.838857 | norm:  0.244241 | fidelity:  0.747891 | Sz: -0.000000 | S^2: -0.000000
iter: 123 | loss: -1.839136 | norm:  0.219725 | fidelity:  0.748136 | Sz: -0.000000 | S^2:  0.000000
iter: 124 | loss: -1.839408 | norm:  0.270966 | fidelity:  0.748361 | Sz: -0.000000 | S^2:  0.000000
iter: 125 | loss: -1.839694 | norm:  0.270043 | fidelity:  0.748567 | Sz: -0.000000 | S^2:  0.000000
iter: 126 | loss: -1.840008 | norm:  0.214496 | fidelity:  0.748765 | Sz: -0.000000 | S^2: -0.000000
iter: 127 | loss: -1.840304 | norm:  0.207701 | fidelity:  0.748956 | Sz:  0.000000 | S^2: -0.000000
iter: 128 | loss: -1.840581 | norm:  0.250898 | fidelity:  0.749152 | Sz:  0.000000 | S^2: -0.000000
iter: 129 | loss: -1.840870 | norm:  0.252292 | fidelity:  0.749368 | Sz:  0.000000 | S^2:  0.000000
iter: 130 | loss: -1.841187 | norm:  0.216345 | fidelity:  0.749614 | Sz: -0.000000 | S^2: -0.000000
iter: 131 | loss: -1.841492 | norm:  0.215376 | fidelity:  0.749879 | Sz:  0.000000 | S^2: -0.000000
iter: 132 | loss: -1.841801 | norm:  0.244381 | fidelity:  0.750166 | Sz:  0.000000 | S^2: -0.000000
iter: 133 | loss: -1.842118 | norm:  0.241870 | fidelity:  0.750468 | Sz:  0.000000 | S^2:  0.000000
iter: 134 | loss: -1.842449 | norm:  0.216362 | fidelity:  0.750788 | Sz:  0.000000 | S^2:  0.000000
iter: 135 | loss: -1.842784 | norm:  0.220763 | fidelity:  0.751126 | Sz: -0.000000 | S^2: -0.000000
iter: 136 | loss: -1.843110 | norm:  0.242735 | fidelity:  0.751471 | Sz:  0.000000 | S^2:  0.000000
iter: 137 | loss: -1.843454 | norm:  0.238953 | fidelity:  0.751826 | Sz:  0.000000 | S^2:  0.000000
iter: 138 | loss: -1.843800 | norm:  0.221235 | fidelity:  0.752183 | Sz:  0.000000 | S^2: -0.000000
iter: 139 | loss: -1.844151 | norm:  0.223625 | fidelity:  0.752541 | Sz:  0.000000 | S^2:  0.000000
iter: 140 | loss: -1.844504 | norm:  0.233090 | fidelity:  0.752896 | Sz:  0.000000 | S^2:  0.000000
iter: 141 | loss: -1.844865 | norm:  0.225487 | fidelity:  0.753250 | Sz:  0.000000 | S^2: -0.000000
iter: 142 | loss: -1.845251 | norm:  0.214860 | fidelity:  0.753612 | Sz:  0.000000 | S^2:  0.000000
iter: 143 | loss: -1.845603 | norm:  0.220600 | fidelity:  0.753964 | Sz:  0.000000 | S^2:  0.000000
iter: 144 | loss: -1.845980 | norm:  0.227609 | fidelity:  0.754329 | Sz: -0.000000 | S^2:  0.000000
iter: 145 | loss: -1.846376 | norm:  0.221814 | fidelity:  0.754707 | Sz:  0.000000 | S^2:  0.000000
iter: 146 | loss: -1.846768 | norm:  0.216602 | fidelity:  0.755089 | Sz: -0.000000 | S^2: -0.000000
iter: 147 | loss: -1.847171 | norm:  0.222254 | fidelity:  0.755486 | Sz:  0.000000 | S^2: -0.000000
iter: 148 | loss: -1.847578 | norm:  0.225757 | fidelity:  0.755895 | Sz: -0.000000 | S^2: -0.000000
iter: 149 | loss: -1.847989 | norm:  0.221533 | fidelity:  0.756317 | Sz: -0.000000 | S^2:  0.000000
iter: 150 | loss: -1.848407 | norm:  0.221396 | fidelity:  0.756752 | Sz:  0.000000 | S^2: -0.000000
iter: 151 | loss: -1.848831 | norm:  0.227406 | fidelity:  0.757201 | Sz: -0.000000 | S^2:  0.000000
iter: 152 | loss: -1.849256 | norm:  0.228906 | fidelity:  0.757657 | Sz: -0.000000 | S^2: -0.000000
iter: 153 | loss: -1.849689 | norm:  0.225737 | fidelity:  0.758124 | Sz: -0.000000 | S^2: -0.000000
iter: 154 | loss: -1.850124 | norm:  0.225989 | fidelity:  0.758600 | Sz:  0.000000 | S^2: -0.000000
iter: 155 | loss: -1.850572 | norm:  0.228288 | fidelity:  0.759090 | Sz:  0.000000 | S^2: -0.000000
iter: 156 | loss: -1.851021 | norm:  0.226476 | fidelity:  0.759591 | Sz: -0.000000 | S^2:  0.000000
iter: 157 | loss: -1.851472 | norm:  0.223080 | fidelity:  0.760103 | Sz: -0.000000 | S^2: -0.000000
iter: 158 | loss: -1.851928 | norm:  0.222981 | fidelity:  0.760630 | Sz: -0.000000 | S^2:  0.000000
iter: 159 | loss: -1.852382 | norm:  0.223149 | fidelity:  0.761166 | Sz:  0.000000 | S^2: -0.000000
iter: 160 | loss: -1.852849 | norm:  0.220269 | fidelity:  0.761718 | Sz:  0.000000 | S^2:  0.000000
iter: 161 | loss: -1.853308 | norm:  0.217731 | fidelity:  0.762278 | Sz: -0.000000 | S^2: -0.000000
iter: 162 | loss: -1.853776 | norm:  0.217464 | fidelity:  0.762856 | Sz:  0.000000 | S^2:  0.000000
iter: 163 | loss: -1.854240 | norm:  0.216105 | fidelity:  0.763446 | Sz:  0.000000 | S^2: -0.000000
iter: 164 | loss: -1.854700 | norm:  0.212976 | fidelity:  0.764048 | Sz:  0.000000 | S^2:  0.000000
iter: 165 | loss: -1.855156 | norm:  0.210958 | fidelity:  0.764661 | Sz:  0.000000 | S^2: -0.000000
iter: 166 | loss: -1.855612 | norm:  0.209800 | fidelity:  0.765285 | Sz: -0.000000 | S^2:  0.000000
iter: 167 | loss: -1.856076 | norm:  0.207079 | fidelity:  0.765919 | Sz: -0.000000 | S^2: -0.000000
iter: 168 | loss: -1.856518 | norm:  0.203433 | fidelity:  0.766552 | Sz: -0.000000 | S^2: -0.000000
iter: 169 | loss: -1.856971 | norm:  0.200573 | fidelity:  0.767198 | Sz: -0.000000 | S^2:  0.000000
iter: 170 | loss: -1.857404 | norm:  0.197434 | fidelity:  0.767847 | Sz:  0.000000 | S^2:  0.000000
iter: 171 | loss: -1.857820 | norm:  0.192927 | fidelity:  0.768500 | Sz:  0.000000 | S^2:  0.000000
iter: 172 | loss: -1.858247 | norm:  0.188387 | fidelity:  0.769167 | Sz: -0.000000 | S^2: -0.000000
iter: 173 | loss: -1.858650 | norm:  0.184331 | fidelity:  0.769835 | Sz:  0.000000 | S^2:  0.000000
iter: 174 | loss: -1.859041 | norm:  0.179396 | fidelity:  0.770507 | Sz: -0.000000 | S^2:  0.000000
iter: 175 | loss: -1.859421 | norm:  0.173595 | fidelity:  0.771182 | Sz:  0.000000 | S^2:  0.000000
iter: 176 | loss: -1.859784 | norm:  0.168120 | fidelity:  0.771860 | Sz:  0.000000 | S^2: -0.000000
iter: 177 | loss: -1.860136 | norm:  0.162613 | fidelity:  0.772542 | Sz:  0.000000 | S^2: -0.000000
iter: 178 | loss: -1.860465 | norm:  0.156165 | fidelity:  0.773224 | Sz: -0.000000 | S^2: -0.000000
iter: 179 | loss: -1.860781 | norm:  0.149390 | fidelity:  0.773907 | Sz:  0.000000 | S^2:  0.000000
iter: 180 | loss: -1.861074 | norm:  0.142933 | fidelity:  0.774584 | Sz: -0.000000 | S^2:  0.000000
iter: 181 | loss: -1.861355 | norm:  0.136048 | fidelity:  0.775256 | Sz: -0.000000 | S^2: -0.000000
iter: 182 | loss: -1.861607 | norm:  0.128389 | fidelity:  0.775914 | Sz:  0.000000 | S^2:  0.000000
iter: 183 | loss: -1.861846 | norm:  0.120770 | fidelity:  0.776564 | Sz: -0.000000 | S^2:  0.000000
iter: 184 | loss: -1.862067 | norm:  0.113296 | fidelity:  0.777202 | Sz:  0.000000 | S^2:  0.000000
iter: 185 | loss: -1.862267 | norm:  0.105396 | fidelity:  0.777826 | Sz: -0.000000 | S^2: -0.000000
iter: 186 | loss: -1.862441 | norm:  0.097430 | fidelity:  0.778434 | Sz: -0.000000 | S^2: -0.000000
iter: 187 | loss: -1.862608 | norm:  0.089967 | fidelity:  0.779029 | Sz:  0.000000 | S^2: -0.000000
iter: 188 | loss: -1.862745 | norm:  0.082567 | fidelity:  0.779601 | Sz:  0.000000 | S^2:  0.000000
iter: 189 | loss: -1.862870 | norm:  0.074959 | fidelity:  0.780155 | Sz:  0.000000 | S^2:  0.000000
iter: 190 | loss: -1.862979 | norm:  0.067832 | fidelity:  0.780689 | Sz:  0.000000 | S^2:  0.000000
iter: 191 | loss: -1.863066 | norm:  0.061458 | fidelity:  0.781198 | Sz:  0.000000 | S^2:  0.000000
iter: 192 | loss: -1.863148 | norm:  0.055426 | fidelity:  0.781690 | Sz:  0.000000 | S^2:  0.000000
iter: 193 | loss: -1.863226 | norm:  0.050084 | fidelity:  0.782161 | Sz: -0.000000 | S^2:  0.000000
iter: 194 | loss: -1.863278 | norm:  0.046032 | fidelity:  0.782602 | Sz:  0.000000 | S^2:  0.000000
iter: 195 | loss: -1.863327 | norm:  0.042801 | fidelity:  0.783019 | Sz:  0.000000 | S^2:  0.000000
iter: 196 | loss: -1.863364 | norm:  0.040108 | fidelity:  0.783407 | Sz: -0.000000 | S^2:  0.000000
iter: 197 | loss: -1.863392 | norm:  0.038616 | fidelity:  0.783765 | Sz:  0.000000 | S^2: -0.000000
iter: 198 | loss: -1.863413 | norm:  0.038420 | fidelity:  0.784097 | Sz: -0.000000 | S^2: -0.000000
iter: 199 | loss: -1.863439 | norm:  0.038947 | fidelity:  0.784406 | Sz: -0.000000 | S^2:  0.000000
iter: 200 | loss: -1.863444 | norm:  0.040144 | fidelity:  0.784682 | Sz: -0.000000 | S^2: -0.000000
iter: 201 | loss: -1.863463 | norm:  0.041938 | fidelity:  0.784938 | Sz:  0.000000 | S^2: -0.000000
iter: 202 | loss: -1.863473 | norm:  0.043711 | fidelity:  0.785166 | Sz:  0.000000 | S^2: -0.000000
iter: 203 | loss: -1.863490 | norm:  0.045203 | fidelity:  0.785373 | Sz:  0.000000 | S^2:  0.000000
iter: 204 | loss: -1.863494 | norm:  0.046663 | fidelity:  0.785551 | Sz:  0.000000 | S^2:  0.000000
iter: 205 | loss: -1.863514 | norm:  0.048064 | fidelity:  0.785714 | Sz: -0.000000 | S^2:  0.000000
iter: 206 | loss: -1.863519 | norm:  0.049217 | fidelity:  0.785849 | Sz:  0.000000 | S^2:  0.000000
iter: 207 | loss: -1.863533 | norm:  0.050189 | fidelity:  0.785968 | Sz:  0.000000 | S^2:  0.000000
iter: 208 | loss: -1.863553 | norm:  0.050989 | fidelity:  0.786069 | Sz: -0.000000 | S^2: -0.000000
iter: 209 | loss: -1.863565 | norm:  0.051429 | fidelity:  0.786148 | Sz:  0.000000 | S^2:  0.000000
iter: 210 | loss: -1.863579 | norm:  0.051513 | fidelity:  0.786210 | Sz: -0.000000 | S^2: -0.000000
iter: 211 | loss: -1.863599 | norm:  0.051432 | fidelity:  0.786258 | Sz:  0.000000 | S^2: -0.000000
iter: 212 | loss: -1.863617 | norm:  0.051222 | fidelity:  0.786290 | Sz:  0.000000 | S^2:  0.000000
iter: 213 | loss: -1.863633 | norm:  0.050839 | fidelity:  0.786308 | Sz:  0.000000 | S^2: -0.000000
iter: 214 | loss: -1.863648 | norm:  0.050339 | fidelity:  0.786314 | Sz:  0.000000 | S^2:  0.000000
iter: 215 | loss: -1.863674 | norm:  0.049705 | fidelity:  0.786314 | Sz: -0.000000 | S^2: -0.000000
iter: 216 | loss: -1.863700 | norm:  0.048845 | fidelity:  0.786305 | Sz: -0.000000 | S^2:  0.000000
iter: 217 | loss: -1.863720 | norm:  0.047806 | fidelity:  0.786286 | Sz:  0.000000 | S^2: -0.000000
iter: 218 | loss: -1.863735 | norm:  0.046703 | fidelity:  0.786257 | Sz: -0.000000 | S^2: -0.000000
iter: 219 | loss: -1.863758 | norm:  0.045568 | fidelity:  0.786228 | Sz:  0.000000 | S^2: -0.000000
iter: 220 | loss: -1.863780 | norm:  0.044412 | fidelity:  0.786194 | Sz: -0.000000 | S^2: -0.000000
iter: 221 | loss: -1.863804 | norm:  0.043284 | fidelity:  0.786159 | Sz: -0.000000 | S^2:  0.000000
iter: 222 | loss: -1.863818 | norm:  0.042162 | fidelity:  0.786116 | Sz:  0.000000 | S^2:  0.000000
iter: 223 | loss: -1.863841 | norm:  0.041006 | fidelity:  0.786076 | Sz:  0.000000 | S^2: -0.000000
iter: 224 | loss: -1.863857 | norm:  0.039874 | fidelity:  0.786033 | Sz: -0.000000 | S^2: -0.000000
iter: 225 | loss: -1.863876 | norm:  0.038834 | fidelity:  0.785991 | Sz: -0.000000 | S^2:  0.000000
iter: 226 | loss: -1.863892 | norm:  0.037889 | fidelity:  0.785948 | Sz:  0.000000 | S^2:  0.000000
iter: 227 | loss: -1.863918 | norm:  0.037040 | fidelity:  0.785911 | Sz: -0.000000 | S^2: -0.000000
iter: 228 | loss: -1.863932 | norm:  0.036278 | fidelity:  0.785870 | Sz: -0.000000 | S^2: -0.000000
