nohup: ignoring input
spin up orbital energies: {0: -2.0, 2: 0, 4: 0, 6: 2.0}
spin down orbital energies:  {1: -2.0, 3: 0, 5: 0, 7: 2.0}
spin up indices:  [0, 2]    spin down indices:  [1, 3] 

iter: 1 | loss:  2.000000 | norm:  0.000000 | fidelity:  0.383674 | Sz:  0.000000 | S^2: -0.000000
iter: 18 | loss:  2.062968 | norm:  13.564605 | fidelity:  0.369221 | Sz:  0.000000 | S^2:  0.000000
iter: 19 | loss:  2.004996 | norm:  4.537135 | fidelity:  0.380796 | Sz:  0.000000 | S^2:  0.000000
iter: 20 | loss:  2.001689 | norm:  5.780892 | fidelity:  0.387753 | Sz:  0.000000 | S^2:  0.000000
iter: 21 | loss:  2.035457 | norm:  13.207946 | fidelity:  0.389944 | Sz:  0.000000 | S^2:  0.000000
iter: 22 | loss:  2.046397 | norm:  16.784822 | fidelity:  0.391173 | Sz:  0.000000 | S^2:  0.000000
iter: 23 | loss:  1.998958 | norm:  16.621683 | fidelity:  0.394509 | Sz:  0.000000 | S^2: -0.000000
iter: 24 | loss:  1.899993 | norm:  15.282587 | fidelity:  0.400723 | Sz: -0.000000 | S^2: -0.000000
iter: 25 | loss:  1.749135 | norm:  17.350592 | fidelity:  0.410991 | Sz: -0.000000 | S^2:  0.000000
iter: 26 | loss:  1.483597 | norm:  23.822145 | fidelity:  0.430163 | Sz:  0.000000 | S^2: -0.000000
iter: 27 | loss:  1.001158 | norm:  31.099361 | fidelity:  0.465905 | Sz:  0.000000 | S^2: -0.000000
iter: 28 | loss:  0.283144 | norm:  34.580593 | fidelity:  0.520980 | Sz:  0.000000 | S^2:  0.000000
iter: 29 | loss: -0.488970 | norm:  30.060471 | fidelity:  0.584652 | Sz: -0.000000 | S^2: -0.000000
iter: 30 | loss: -1.010086 | norm:  19.004230 | fidelity:  0.635750 | Sz: -0.000000 | S^2:  0.000000
iter: 31 | loss: -1.006049 | norm:  20.940645 | fidelity:  0.639059 | Sz:  0.000000 | S^2:  0.000000
iter: 32 | loss: -0.662651 | norm:  33.710407 | fidelity:  0.600959 | Sz: -0.000000 | S^2:  0.000000
iter: 33 | loss: -0.443413 | norm:  38.636272 | fidelity:  0.566124 | Sz: -0.000000 | S^2: -0.000000
iter: 34 | loss: -0.449547 | norm:  36.733452 | fidelity:  0.554384 | Sz:  0.000000 | S^2:  0.000000
iter: 35 | loss: -0.575873 | norm:  33.044659 | fidelity:  0.568507 | Sz:  0.000000 | S^2:  0.000000
iter: 36 | loss: -0.706809 | norm:  31.196686 | fidelity:  0.597697 | Sz:  0.000000 | S^2: -0.000000
iter: 37 | loss: -0.810507 | norm:  30.978813 | fidelity:  0.629698 | Sz: -0.000000 | S^2:  0.000000
iter: 38 | loss: -0.941178 | norm:  28.845087 | fidelity:  0.659734 | Sz: -0.000000 | S^2:  0.000000
iter: 39 | loss: -1.125910 | norm:  21.900463 | fidelity:  0.687223 | Sz: -0.000000 | S^2:  0.000000
iter: 40 | loss: -1.277078 | norm:  11.364396 | fidelity:  0.706269 | Sz: -0.000000 | S^2:  0.000000
iter: 41 | loss: -1.275464 | norm:  11.640035 | fidelity:  0.707644 | Sz: -0.000000 | S^2:  0.000000
iter: 42 | loss: -1.131463 | norm:  22.106186 | fidelity:  0.693670 | Sz: -0.000000 | S^2:  0.000000
iter: 43 | loss: -0.991015 | norm:  28.371269 | fidelity:  0.679200 | Sz:  0.000000 | S^2:  0.000000
iter: 44 | loss: -0.978046 | norm:  28.401808 | fidelity:  0.676633 | Sz:  0.000000 | S^2: -0.000000
iter: 45 | loss: -1.090662 | norm:  23.086298 | fidelity:  0.686923 | Sz: -0.000000 | S^2: -0.000000
iter: 46 | loss: -1.231585 | norm:  14.848006 | fidelity:  0.701808 | Sz:  0.000000 | S^2:  0.000000
iter: 47 | loss: -1.305591 | norm:  9.255293 | fidelity:  0.711670 | Sz: -0.000000 | S^2:  0.000000
iter: 48 | loss: -1.300520 | norm:  11.508921 | fidelity:  0.714128 | Sz: -0.000000 | S^2:  0.000000
iter: 49 | loss: -1.276717 | norm:  14.024712 | fidelity:  0.715063 | Sz:  0.000000 | S^2: -0.000000
iter: 50 | loss: -1.281830 | norm:  13.243853 | fidelity:  0.719948 | Sz:  0.000000 | S^2:  0.000000
iter: 51 | loss: -1.301084 | norm:  10.913356 | fidelity:  0.726736 | Sz:  0.000000 | S^2:  0.000000
iter: 52 | loss: -1.295075 | norm:  11.033988 | fidelity:  0.729551 | Sz:  0.000000 | S^2:  0.000000
iter: 53 | loss: -1.263538 | norm:  13.585276 | fidelity:  0.727339 | Sz: -0.000000 | S^2: -0.000000
iter: 54 | loss: -1.249702 | norm:  14.811511 | fidelity:  0.725457 | Sz: -0.000000 | S^2: -0.000000
iter: 55 | loss: -1.281799 | norm:  12.987149 | fidelity:  0.728002 | Sz: -0.000000 | S^2:  0.000000
iter: 56 | loss: -1.336986 | norm:  8.452354 | fidelity:  0.732588 | Sz:  0.000000 | S^2:  0.000000
iter: 57 | loss: -1.371016 | norm:  3.288743 | fidelity:  0.734219 | Sz:  0.000000 | S^2:  0.000000
iter: 58 | loss: -1.367564 | norm:  4.541930 | fidelity:  0.731647 | Sz:  0.000000 | S^2: -0.000000
iter: 59 | loss: -1.348173 | norm:  7.765249 | fidelity:  0.728128 | Sz: -0.000000 | S^2:  0.000000
iter: 60 | loss: -1.339185 | norm:  8.735083 | fidelity:  0.726751 | Sz: -0.000000 | S^2:  0.000000
iter: 61 | loss: -1.343857 | norm:  7.807871 | fidelity:  0.727414 | Sz:  0.000000 | S^2:  0.000000
iter: 62 | loss: -1.348617 | norm:  6.727606 | fidelity:  0.728294 | Sz:  0.000000 | S^2:  0.000000
iter: 63 | loss: -1.345832 | norm:  7.165492 | fidelity:  0.728616 | Sz: -0.000000 | S^2:  0.000000
iter: 64 | loss: -1.342777 | norm:  8.139809 | fidelity:  0.729246 | Sz:  0.000000 | S^2: -0.000000
iter: 65 | loss: -1.349752 | norm:  7.919541 | fidelity:  0.731076 | Sz:  0.000000 | S^2:  0.000000
iter: 66 | loss: -1.365824 | norm:  5.946341 | fidelity:  0.733722 | Sz:  0.000000 | S^2:  0.000000
iter: 67 | loss: -1.379689 | norm:  2.741767 | fidelity:  0.736040 | Sz:  0.000000 | S^2: -0.000000
iter: 68 | loss: -1.382521 | norm:  1.615947 | fidelity:  0.737363 | Sz:  0.000000 | S^2:  0.000000
iter: 69 | loss: -1.376622 | norm:  4.171265 | fidelity:  0.737980 | Sz: -0.000000 | S^2: -0.000000
iter: 70 | loss: -1.370822 | norm:  5.467835 | fidelity:  0.738506 | Sz:  0.000000 | S^2:  0.000000
iter: 71 | loss: -1.370336 | norm:  5.251402 | fidelity:  0.739222 | Sz: -0.000000 | S^2: -0.000000
iter: 72 | loss: -1.373057 | norm:  4.309859 | fidelity:  0.739943 | Sz: -0.000000 | S^2: -0.000000
iter: 73 | loss: -1.374604 | norm:  4.033044 | fidelity:  0.740346 | Sz: -0.000000 | S^2:  0.000000
iter: 74 | loss: -1.374614 | norm:  4.560363 | fidelity:  0.740376 | Sz:  0.000000 | S^2: -0.000000
iter: 75 | loss: -1.376530 | norm:  4.589761 | fidelity:  0.740298 | Sz:  0.000000 | S^2: -0.000000
iter: 76 | loss: -1.381841 | norm:  3.468547 | fidelity:  0.740339 | Sz: -0.000000 | S^2: -0.000000
iter: 77 | loss: -1.386998 | norm:  1.447132 | fidelity:  0.740321 | Sz: -0.000000 | S^2:  0.000000
iter: 78 | loss: -1.387784 | norm:  1.051010 | fidelity:  0.739940 | Sz: -0.000000 | S^2:  0.000000
iter: 79 | loss: -1.384854 | norm:  2.715688 | fidelity:  0.739285 | Sz:  0.000000 | S^2: -0.000000
iter: 80 | loss: -1.382516 | norm:  3.395432 | fidelity:  0.738789 | Sz:  0.000000 | S^2: -0.000000
iter: 81 | loss: -1.382997 | norm:  3.090274 | fidelity:  0.738697 | Sz:  0.000000 | S^2:  0.000000
iter: 82 | loss: -1.384519 | norm:  2.498139 | fidelity:  0.738879 | Sz: -0.000000 | S^2:  0.000000
iter: 83 | loss: -1.385011 | norm:  2.539335 | fidelity:  0.739173 | Sz: -0.000000 | S^2: -0.000000
iter: 84 | loss: -1.385141 | norm:  2.860544 | fidelity:  0.739645 | Sz:  0.000000 | S^2:  0.000000
iter: 85 | loss: -1.386592 | norm:  2.614884 | fidelity:  0.740412 | Sz: -0.000000 | S^2: -0.000000
iter: 86 | loss: -1.388956 | norm:  1.632823 | fidelity:  0.741322 | Sz: -0.000000 | S^2:  0.000000
iter: 87 | loss: -1.390286 | norm:  0.408635 | fidelity:  0.742089 | Sz: -0.000000 | S^2: -0.000000
iter: 88 | loss: -1.389853 | norm:  1.193747 | fidelity:  0.742588 | Sz:  0.000000 | S^2: -0.000000
iter: 89 | loss: -1.388864 | norm:  1.936122 | fidelity:  0.742910 | Sz: -0.000000 | S^2:  0.000000
iter: 90 | loss: -1.388570 | norm:  2.017262 | fidelity:  0.743154 | Sz: -0.000000 | S^2: -0.000000
iter: 91 | loss: -1.388988 | norm:  1.670725 | fidelity:  0.743354 | Sz:  0.000000 | S^2: -0.000000
iter: 92 | loss: -1.389440 | norm:  1.458071 | fidelity:  0.743486 | Sz: -0.000000 | S^2: -0.000000
iter: 93 | loss: -1.389712 | norm:  1.588635 | fidelity:  0.743538 | Sz:  0.000000 | S^2: -0.000000
iter: 94 | loss: -1.390134 | norm:  1.587963 | fidelity:  0.743513 | Sz: -0.000000 | S^2: -0.000000
iter: 95 | loss: -1.390939 | norm:  1.179088 | fidelity:  0.743458 | Sz:  0.000000 | S^2: -0.000000
iter: 96 | loss: -1.391726 | norm:  0.477373 | fidelity:  0.743367 | Sz: -0.000000 | S^2: -0.000000
iter: 97 | loss: -1.391941 | norm:  0.484147 | fidelity:  0.743212 | Sz:  0.000000 | S^2: -0.000000
iter: 98 | loss: -1.391630 | norm:  1.029076 | fidelity:  0.743022 | Sz:  0.000000 | S^2:  0.000000
iter: 99 | loss: -1.391386 | norm:  1.225759 | fidelity:  0.742899 | Sz:  0.000000 | S^2: -0.000000
iter: 100 | loss: -1.391562 | norm:  1.103914 | fidelity:  0.742927 | Sz:  0.000000 | S^2:  0.000000
iter: 101 | loss: -1.391884 | norm:  0.947803 | fidelity:  0.743079 | Sz:  0.000000 | S^2:  0.000000
iter: 102 | loss: -1.392040 | norm:  0.994364 | fidelity:  0.743283 | Sz: -0.000000 | S^2: -0.000000
iter: 103 | loss: -1.392202 | norm:  1.036600 | fidelity:  0.743534 | Sz:  0.000000 | S^2:  0.000000
iter: 104 | loss: -1.392598 | norm:  0.839030 | fidelity:  0.743838 | Sz: -0.000000 | S^2:  0.000000
iter: 105 | loss: -1.393042 | norm:  0.412988 | fidelity:  0.744152 | Sz:  0.000000 | S^2: -0.000000
iter: 106 | loss: -1.393211 | norm:  0.228873 | fidelity:  0.744424 | Sz:  0.000000 | S^2: -0.000000
iter: 107 | loss: -1.393151 | norm:  0.593921 | fidelity:  0.744657 | Sz:  0.000000 | S^2: -0.000000
iter: 108 | loss: -1.393143 | norm:  0.758196 | fidelity:  0.744876 | Sz:  0.000000 | S^2: -0.000000
iter: 109 | loss: -1.393271 | norm:  0.694587 | fidelity:  0.745067 | Sz:  0.000000 | S^2: -0.000000
iter: 110 | loss: -1.393428 | norm:  0.575770 | fidelity:  0.745206 | Sz: -0.000000 | S^2: -0.000000
iter: 111 | loss: -1.393542 | norm:  0.594986 | fidelity:  0.745282 | Sz:  0.000000 | S^2: -0.000000
iter: 112 | loss: -1.393685 | norm:  0.637898 | fidelity:  0.745311 | Sz:  0.000000 | S^2:  0.000000
iter: 113 | loss: -1.393908 | norm:  0.528557 | fidelity:  0.745315 | Sz:  0.000000 | S^2:  0.000000
iter: 114 | loss: -1.394141 | norm:  0.274111 | fidelity:  0.745310 | Sz: -0.000000 | S^2: -0.000000
iter: 115 | loss: -1.394272 | norm:  0.219406 | fidelity:  0.745297 | Sz:  0.000000 | S^2: -0.000000
iter: 116 | loss: -1.394325 | norm:  0.442184 | fidelity:  0.745297 | Sz: -0.000000 | S^2:  0.000000
iter: 117 | loss: -1.394385 | norm:  0.530745 | fidelity:  0.745316 | Sz:  0.000000 | S^2: -0.000000
iter: 118 | loss: -1.394502 | norm:  0.470216 | fidelity:  0.745362 | Sz:  0.000000 | S^2:  0.000000
iter: 119 | loss: -1.394628 | norm:  0.410239 | fidelity:  0.745434 | Sz:  0.000000 | S^2: -0.000000
iter: 120 | loss: -1.394733 | norm:  0.456857 | fidelity:  0.745535 | Sz:  0.000000 | S^2: -0.000000
iter: 121 | loss: -1.394844 | norm:  0.470856 | fidelity:  0.745662 | Sz:  0.000000 | S^2:  0.000000
iter: 122 | loss: -1.395002 | norm:  0.356874 | fidelity:  0.745819 | Sz: -0.000000 | S^2:  0.000000
iter: 123 | loss: -1.395161 | norm:  0.195517 | fidelity:  0.745995 | Sz:  0.000000 | S^2: -0.000000
iter: 124 | loss: -1.395267 | norm:  0.238436 | fidelity:  0.746168 | Sz: -0.000000 | S^2:  0.000000
iter: 125 | loss: -1.395347 | norm:  0.333793 | fidelity:  0.746326 | Sz:  0.000000 | S^2: -0.000000
iter: 126 | loss: -1.395452 | norm:  0.321794 | fidelity:  0.746472 | Sz: -0.000000 | S^2:  0.000000
iter: 127 | loss: -1.395564 | norm:  0.256757 | fidelity:  0.746598 | Sz:  0.000000 | S^2: -0.000000
iter: 128 | loss: -1.395662 | norm:  0.262414 | fidelity:  0.746704 | Sz: -0.000000 | S^2: -0.000000
iter: 129 | loss: -1.395761 | norm:  0.300868 | fidelity:  0.746797 | Sz: -0.000000 | S^2: -0.000000
iter: 130 | loss: -1.395882 | norm:  0.275480 | fidelity:  0.746879 | Sz:  0.000000 | S^2:  0.000000
iter: 131 | loss: -1.396014 | norm:  0.200853 | fidelity:  0.746951 | Sz:  0.000000 | S^2: -0.000000
iter: 132 | loss: -1.396130 | norm:  0.183650 | fidelity:  0.747008 | Sz: -0.000000 | S^2: -0.000000
iter: 133 | loss: -1.396231 | norm:  0.233878 | fidelity:  0.747058 | Sz: -0.000000 | S^2: -0.000000
iter: 134 | loss: -1.396337 | norm:  0.253759 | fidelity:  0.747113 | Sz: -0.000000 | S^2:  0.000000
iter: 135 | loss: -1.396436 | norm:  0.233719 | fidelity:  0.747170 | Sz: -0.000000 | S^2: -0.000000
iter: 136 | loss: -1.396548 | norm:  0.225257 | fidelity:  0.747247 | Sz: -0.000000 | S^2: -0.000000
iter: 137 | loss: -1.396654 | norm:  0.245124 | fidelity:  0.747337 | Sz: -0.000000 | S^2:  0.000000
iter: 138 | loss: -1.396758 | norm:  0.247960 | fidelity:  0.747436 | Sz:  0.000000 | S^2: -0.000000
iter: 139 | loss: -1.396877 | norm:  0.214349 | fidelity:  0.747546 | Sz: -0.000000 | S^2: -0.000000
iter: 140 | loss: -1.396989 | norm:  0.178739 | fidelity:  0.747660 | Sz:  0.000000 | S^2: -0.000000
iter: 141 | loss: -1.397095 | norm:  0.180957 | fidelity:  0.747780 | Sz: -0.000000 | S^2:  0.000000
iter: 142 | loss: -1.397206 | norm:  0.193361 | fidelity:  0.747908 | Sz:  0.000000 | S^2:  0.000000
iter: 143 | loss: -1.397316 | norm:  0.185242 | fidelity:  0.748034 | Sz: -0.000000 | S^2: -0.000000
iter: 144 | loss: -1.397427 | norm:  0.172910 | fidelity:  0.748159 | Sz: -0.000000 | S^2:  0.000000
iter: 145 | loss: -1.397534 | norm:  0.179764 | fidelity:  0.748276 | Sz:  0.000000 | S^2:  0.000000
iter: 146 | loss: -1.397645 | norm:  0.189345 | fidelity:  0.748386 | Sz:  0.000000 | S^2: -0.000000
iter: 147 | loss: -1.397752 | norm:  0.181564 | fidelity:  0.748486 | Sz: -0.000000 | S^2:  0.000000
iter: 148 | loss: -1.397863 | norm:  0.168845 | fidelity:  0.748582 | Sz:  0.000000 | S^2: -0.000000
iter: 149 | loss: -1.397976 | norm:  0.174492 | fidelity:  0.748676 | Sz:  0.000000 | S^2: -0.000000
iter: 150 | loss: -1.398087 | norm:  0.188747 | fidelity:  0.748768 | Sz: -0.000000 | S^2:  0.000000
iter: 151 | loss: -1.398200 | norm:  0.190289 | fidelity:  0.748860 | Sz:  0.000000 | S^2: -0.000000
iter: 152 | loss: -1.398313 | norm:  0.183227 | fidelity:  0.748950 | Sz:  0.000000 | S^2:  0.000000
iter: 153 | loss: -1.398423 | norm:  0.184153 | fidelity:  0.749041 | Sz:  0.000000 | S^2: -0.000000
iter: 154 | loss: -1.398539 | norm:  0.189171 | fidelity:  0.749140 | Sz:  0.000000 | S^2:  0.000000
iter: 155 | loss: -1.398656 | norm:  0.184586 | fidelity:  0.749243 | Sz:  0.000000 | S^2:  0.000000
iter: 156 | loss: -1.398771 | norm:  0.175472 | fidelity:  0.749352 | Sz: -0.000000 | S^2:  0.000000
iter: 157 | loss: -1.398890 | norm:  0.175040 | fidelity:  0.749468 | Sz:  0.000000 | S^2:  0.000000
iter: 158 | loss: -1.399002 | norm:  0.178192 | fidelity:  0.749584 | Sz: -0.000000 | S^2:  0.000000
iter: 159 | loss: -1.399119 | norm:  0.174369 | fidelity:  0.749705 | Sz: -0.000000 | S^2:  0.000000
iter: 160 | loss: -1.399236 | norm:  0.168544 | fidelity:  0.749828 | Sz: -0.000000 | S^2:  0.000000
iter: 161 | loss: -1.399356 | norm:  0.169315 | fidelity:  0.749953 | Sz:  0.000000 | S^2: -0.000000
iter: 162 | loss: -1.399467 | norm:  0.172424 | fidelity:  0.750074 | Sz:  0.000000 | S^2: -0.000000
iter: 163 | loss: -1.399588 | norm:  0.172039 | fidelity:  0.750199 | Sz:  0.000000 | S^2: -0.000000
iter: 164 | loss: -1.399707 | norm:  0.171562 | fidelity:  0.750321 | Sz:  0.000000 | S^2: -0.000000
iter: 165 | loss: -1.399831 | norm:  0.174544 | fidelity:  0.750443 | Sz:  0.000000 | S^2: -0.000000
iter: 166 | loss: -1.399949 | norm:  0.177509 | fidelity:  0.750559 | Sz:  0.000000 | S^2: -0.000000
iter: 167 | loss: -1.400075 | norm:  0.177360 | fidelity:  0.750678 | Sz: -0.000000 | S^2:  0.000000
iter: 168 | loss: -1.400200 | norm:  0.176476 | fidelity:  0.750796 | Sz: -0.000000 | S^2: -0.000000
iter: 169 | loss: -1.400323 | norm:  0.177376 | fidelity:  0.750913 | Sz:  0.000000 | S^2: -0.000000
iter: 170 | loss: -1.400451 | norm:  0.178281 | fidelity:  0.751033 | Sz:  0.000000 | S^2:  0.000000
iter: 171 | loss: -1.400577 | norm:  0.177276 | fidelity:  0.751154 | Sz:  0.000000 | S^2: -0.000000
iter: 172 | loss: -1.400702 | norm:  0.175939 | fidelity:  0.751276 | Sz:  0.000000 | S^2:  0.000000
iter: 173 | loss: -1.400827 | norm:  0.175985 | fidelity:  0.751402 | Sz:  0.000000 | S^2:  0.000000
iter: 174 | loss: -1.400951 | norm:  0.176264 | fidelity:  0.751531 | Sz: -0.000000 | S^2:  0.000000
iter: 175 | loss: -1.401089 | norm:  0.175597 | fidelity:  0.751670 | Sz: -0.000000 | S^2: -0.000000
iter: 176 | loss: -1.401215 | norm:  0.175014 | fidelity:  0.751805 | Sz:  0.000000 | S^2:  0.000000
iter: 177 | loss: -1.401342 | norm:  0.175418 | fidelity:  0.751943 | Sz:  0.000000 | S^2: -0.000000
iter: 178 | loss: -1.401479 | norm:  0.175976 | fidelity:  0.752088 | Sz:  0.000000 | S^2:  0.000000
iter: 179 | loss: -1.401612 | norm:  0.176143 | fidelity:  0.752231 | Sz:  0.000000 | S^2: -0.000000
iter: 180 | loss: -1.401744 | norm:  0.176807 | fidelity:  0.752375 | Sz:  0.000000 | S^2: -0.000000
iter: 181 | loss: -1.401878 | norm:  0.178277 | fidelity:  0.752520 | Sz: -0.000000 | S^2:  0.000000
iter: 182 | loss: -1.402017 | norm:  0.179346 | fidelity:  0.752668 | Sz:  0.000000 | S^2:  0.000000
iter: 183 | loss: -1.402148 | norm:  0.179392 | fidelity:  0.752811 | Sz:  0.000000 | S^2:  0.000000
iter: 184 | loss: -1.402289 | norm:  0.179286 | fidelity:  0.752959 | Sz:  0.000000 | S^2: -0.000000
iter: 185 | loss: -1.402425 | norm:  0.179471 | fidelity:  0.753103 | Sz:  0.000000 | S^2:  0.000000
iter: 186 | loss: -1.402564 | norm:  0.179418 | fidelity:  0.753251 | Sz: -0.000000 | S^2: -0.000000
iter: 187 | loss: -1.402708 | norm:  0.179178 | fidelity:  0.753403 | Sz: -0.000000 | S^2: -0.000000
iter: 188 | loss: -1.402845 | norm:  0.179302 | fidelity:  0.753553 | Sz:  0.000000 | S^2:  0.000000
iter: 189 | loss: -1.402988 | norm:  0.179541 | fidelity:  0.753708 | Sz:  0.000000 | S^2: -0.000000
iter: 190 | loss: -1.403134 | norm:  0.179407 | fidelity:  0.753867 | Sz:  0.000000 | S^2:  0.000000
iter: 191 | loss: -1.403274 | norm:  0.179207 | fidelity:  0.754025 | Sz: -0.000000 | S^2: -0.000000
iter: 192 | loss: -1.403423 | norm:  0.179350 | fidelity:  0.754191 | Sz:  0.000000 | S^2: -0.000000
iter: 193 | loss: -1.403568 | norm:  0.179647 | fidelity:  0.754357 | Sz:  0.000000 | S^2: -0.000000
iter: 194 | loss: -1.403710 | norm:  0.179873 | fidelity:  0.754525 | Sz: -0.000000 | S^2: -0.000000
iter: 195 | loss: -1.403860 | norm:  0.180143 | fidelity:  0.754698 | Sz: -0.000000 | S^2:  0.000000
iter: 196 | loss: -1.404005 | norm:  0.180479 | fidelity:  0.754869 | Sz: -0.000000 | S^2:  0.000000
iter: 197 | loss: -1.404154 | norm:  0.180662 | fidelity:  0.755045 | Sz: -0.000000 | S^2: -0.000000
iter: 198 | loss: -1.404303 | norm:  0.180607 | fidelity:  0.755221 | Sz:  0.000000 | S^2: -0.000000
iter: 199 | loss: -1.404453 | norm:  0.180468 | fidelity:  0.755399 | Sz:  0.000000 | S^2: -0.000000
iter: 200 | loss: -1.404596 | norm:  0.180305 | fidelity:  0.755574 | Sz:  0.000000 | S^2:  0.000000
iter: 201 | loss: -1.404750 | norm:  0.180043 | fidelity:  0.755756 | Sz: -0.000000 | S^2: -0.000000
iter: 202 | loss: -1.404906 | norm:  0.179716 | fidelity:  0.755941 | Sz:  0.000000 | S^2:  0.000000
iter: 203 | loss: -1.405056 | norm:  0.179444 | fidelity:  0.756124 | Sz:  0.000000 | S^2: -0.000000
iter: 204 | loss: -1.405204 | norm:  0.179219 | fidelity:  0.756308 | Sz:  0.000000 | S^2:  0.000000
iter: 205 | loss: -1.405364 | norm:  0.178949 | fidelity:  0.756501 | Sz:  0.000000 | S^2:  0.000000
iter: 206 | loss: -1.405521 | norm:  0.178650 | fidelity:  0.756695 | Sz:  0.000000 | S^2:  0.000000
iter: 207 | loss: -1.405665 | norm:  0.178390 | fidelity:  0.756884 | Sz:  0.000000 | S^2:  0.000000
iter: 208 | loss: -1.405823 | norm:  0.178149 | fidelity:  0.757084 | Sz: -0.000000 | S^2: -0.000000
iter: 209 | loss: -1.405976 | norm:  0.177870 | fidelity:  0.757283 | Sz: -0.000000 | S^2:  0.000000
iter: 210 | loss: -1.406132 | norm:  0.177565 | fidelity:  0.757486 | Sz:  0.000000 | S^2: -0.000000
iter: 211 | loss: -1.406290 | norm:  0.177217 | fidelity:  0.757692 | Sz:  0.000000 | S^2: -0.000000
iter: 212 | loss: -1.406443 | norm:  0.176736 | fidelity:  0.757897 | Sz:  0.000000 | S^2: -0.000000
iter: 213 | loss: -1.406605 | norm:  0.176103 | fidelity:  0.758109 | Sz:  0.000000 | S^2: -0.000000
iter: 214 | loss: -1.406755 | norm:  0.175385 | fidelity:  0.758317 | Sz:  0.000000 | S^2: -0.000000
iter: 215 | loss: -1.406904 | norm:  0.174610 | fidelity:  0.758526 | Sz: -0.000000 | S^2:  0.000000
iter: 216 | loss: -1.407058 | norm:  0.173767 | fidelity:  0.758740 | Sz:  0.000000 | S^2:  0.000000
iter: 217 | loss: -1.407212 | norm:  0.172887 | fidelity:  0.758955 | Sz:  0.000000 | S^2:  0.000000
iter: 218 | loss: -1.407366 | norm:  0.171991 | fidelity:  0.759173 | Sz: -0.000000 | S^2:  0.000000
iter: 219 | loss: -1.407516 | norm:  0.171056 | fidelity:  0.759391 | Sz:  0.000000 | S^2: -0.000000
iter: 220 | loss: -1.407666 | norm:  0.170074 | fidelity:  0.759611 | Sz: -0.000000 | S^2: -0.000000
iter: 221 | loss: -1.407822 | norm:  0.169066 | fidelity:  0.759836 | Sz:  0.000000 | S^2: -0.000000
iter: 222 | loss: -1.407972 | norm:  0.168033 | fidelity:  0.760061 | Sz:  0.000000 | S^2:  0.000000
iter: 223 | loss: -1.408121 | norm:  0.166954 | fidelity:  0.760287 | Sz:  0.000000 | S^2: -0.000000
iter: 224 | loss: -1.408269 | norm:  0.165815 | fidelity:  0.760516 | Sz: -0.000000 | S^2:  0.000000
iter: 225 | loss: -1.408417 | norm:  0.164607 | fidelity:  0.760746 | Sz: -0.000000 | S^2:  0.000000
iter: 226 | loss: -1.408559 | norm:  0.163303 | fidelity:  0.760975 | Sz: -0.000000 | S^2:  0.000000
iter: 227 | loss: -1.408707 | norm:  0.161885 | fidelity:  0.761210 | Sz:  0.000000 | S^2:  0.000000
iter: 228 | loss: -1.408847 | norm:  0.160363 | fidelity:  0.761442 | Sz: -0.000000 | S^2:  0.000000
