nohup: ignoring input
spin up orbital energies: {0: -3.0, 2: -1.0, 4: -1.0, 6: 1.0, 8: 1.0, 10: 3.0, 12: -1.0, 14: 1.0}
spin down orbital energies:  {1: -3.0, 3: -1.0, 5: -1.0, 7: 1.0, 9: 1.0, 11: 3.0, 13: -1.0, 15: 1.0}
spin up indices:  [0, 2, 4, 12]    spin down indices:  [1, 3, 5, 13] 

ground state energy:  -4.393703062912698
particle number:  8

learning rate =  0.074999997139785
Find operators
1j [5^ 4^ 7 6] + -1j [7^ 6^ 5 4]
1j [5^ 2^ 15 8] + -1j [15^ 8^ 5 2]
1j [4^ 3^ 14 9] + -1j [14^ 9^ 4 3]
-1j [5^ 0^ 14 11] + 1j [14^ 11^ 5 0]
-1j [11^ 10^ 13 4] + 1j [13^ 4^ 11 10]
-1j [9^ 6^ 13 2] + 1j [13^ 2^ 9 6]
1j [7^ 6^ 13 12] + -1j [13^ 12^ 7 6]
1j [5^ 4^ 15 14] + -1j [15^ 14^ 5 4]
-1j [9^ 6^ 12 3] + 1j [12^ 3^ 9 6]
-1j [9^ 8^ 12 5] + 1j [12^ 5^ 9 8]
1j [3^ 2^ 15 6] + -1j [15^ 6^ 3 2]
-1j [3^ 2^ 14 7] + 1j [14^ 7^ 3 2]
1j [8^ 7^ 12 3] + -1j [12^ 3^ 8 7]
-1j [5^ 2^ 14 9] + 1j [14^ 9^ 5 2]
-1j [11^ 6^ 12 1] + 1j [12^ 1^ 11 6]
-1j [13^ 4^ 14 7] + 1j [14^ 7^ 13 4]
1j [10^ 7^ 13 0] + -1j [13^ 0^ 10 7]
-1j [11^ 6^ 13 0] + 1j [13^ 0^ 11 6]
1j [13^ 4^ 15 6] + -1j [15^ 6^ 13 4]
1j [12^ 5^ 15 6] + -1j [15^ 6^ 12 5]
1j [5^ 0^ 15 10] + -1j [15^ 10^ 5 0]
-1j [9^ 8^ 13 4] + 1j [13^ 4^ 9 8]
1j [13^ 12^ 15 14] + -1j [15^ 14^ 13 12]
1j [1^ 0^ 11 10] + -1j [11^ 10^ 1 0]
-1j [2^ 1^ 11 8] + 1j [11^ 8^ 2 1]
-1j [1^ 0^ 14 7] + 1j [14^ 7^ 1 0]
1j [2^ 1^ 10 9] + -1j [10^ 9^ 2 1]
-1j [4^ 3^ 15 8] + 1j [15^ 8^ 4 3]
-1j [4^ 1^ 15 10] + 1j [15^ 10^ 4 1]
-1j [11^ 10^ 12 5] + 1j [12^ 5^ 11 10]
1j [3^ 0^ 11 8] + -1j [11^ 8^ 3 0]
1j [12^ 5^ 14 7] + -1j [14^ 7^ 12 5]
1j [1^ 0^ 9 8] + -1j [9^ 8^ 1 0]
1j [1^ 0^ 15 6] + -1j [15^ 6^ 1 0]
-1j [3^ 0^ 10 9] + 1j [10^ 9^ 3 0]
1j [8^ 7^ 13 2] + -1j [13^ 2^ 8 7]
1j [3^ 2^ 11 10] + -1j [11^ 10^ 3 2]
1j [10^ 7^ 12 1] + -1j [12^ 1^ 10 7]
1j [4^ 1^ 14 11] + -1j [14^ 11^ 4 1]
1j [3^ 2^ 9 8] + -1j [9^ 8^ 3 2]
with max gradients
[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]

iter: 1 | loss:  0.000000 | norm:  9.486833 | fidelity:  0.356004 | Sz:  0.000000 | S^2:  0.000000
iter: 32 | loss: -4.011374 | norm:  1.133132 | fidelity:  0.892229 | Sz: -0.000000 | S^2:  0.368298
iter: 33 | loss: -4.014281 | norm:  1.087199 | fidelity:  0.891326 | Sz:  0.000000 | S^2:  0.374208
iter: 34 | loss: -4.017405 | norm:  1.047965 | fidelity:  0.891243 | Sz: -0.000000 | S^2:  0.371827
iter: 35 | loss: -4.020373 | norm:  1.018455 | fidelity:  0.891928 | Sz: -0.000000 | S^2:  0.362160
iter: 36 | loss: -4.023939 | norm:  0.984942 | fidelity:  0.893345 | Sz:  0.000000 | S^2:  0.347706
iter: 37 | loss: -4.029211 | norm:  0.922233 | fidelity:  0.895425 | Sz:  0.000000 | S^2:  0.331360
iter: 38 | loss: -4.035699 | norm:  0.831690 | fidelity:  0.897955 | Sz:  0.000000 | S^2:  0.315154
iter: 39 | loss: -4.041155 | norm:  0.749824 | fidelity:  0.900550 | Sz:  0.000000 | S^2:  0.299750
iter: 40 | loss: -4.043618 | norm:  0.712431 | fidelity:  0.902799 | Sz: -0.000000 | S^2:  0.284916
iter: 41 | loss: -4.043147 | norm:  0.715513 | fidelity:  0.904453 | Sz:  0.000000 | S^2:  0.270511
iter: 42 | loss: -4.041717 | norm:  0.722930 | fidelity:  0.905487 | Sz: -0.000000 | S^2:  0.257298
iter: 43 | loss: -4.041563 | norm:  0.702597 | fidelity:  0.906013 | Sz:  0.000000 | S^2:  0.247038
iter: 44 | loss: -4.043420 | norm:  0.649745 | fidelity:  0.906119 | Sz: -0.000000 | S^2:  0.241792
iter: 45 | loss: -4.046261 | norm:  0.590656 | fidelity:  0.905798 | Sz: -0.000000 | S^2:  0.242900
iter: 46 | loss: -4.048675 | norm:  0.558961 | fidelity:  0.905022 | Sz: -0.000000 | S^2:  0.250362
iter: 47 | loss: -4.050332 | norm:  0.552028 | fidelity:  0.903871 | Sz: -0.000000 | S^2:  0.262955
iter: 48 | loss: -4.051805 | norm:  0.533185 | fidelity:  0.902531 | Sz:  0.000000 | S^2:  0.278782
iter: 49 | loss: -4.053382 | norm:  0.482704 | fidelity:  0.901220 | Sz:  0.000000 | S^2:  0.295706
iter: 50 | loss: -4.054422 | norm:  0.425781 | fidelity:  0.900103 | Sz:  0.000000 | S^2:  0.311456
iter: 51 | loss: -4.054230 | norm:  0.410233 | fidelity:  0.899313 | Sz: -0.000000 | S^2:  0.323682
iter: 52 | loss: -4.053298 | norm:  0.436417 | fidelity:  0.899025 | Sz:  0.000000 | S^2:  0.330354
iter: 53 | loss: -4.052927 | norm:  0.452445 | fidelity:  0.899371 | Sz:  0.000000 | S^2:  0.330421
iter: 54 | loss: -4.053953 | norm:  0.424334 | fidelity:  0.900326 | Sz: -0.000000 | S^2:  0.324294
iter: 55 | loss: -4.055863 | norm:  0.362821 | fidelity:  0.901645 | Sz: -0.000000 | S^2:  0.313716
iter: 56 | loss: -4.057431 | norm:  0.310349 | fidelity:  0.902962 | Sz: -0.000000 | S^2:  0.301102
iter: 57 | loss: -4.058042 | norm:  0.295904 | fidelity:  0.903994 | Sz: -0.000000 | S^2:  0.288789
iter: 58 | loss: -4.057959 | norm:  0.300041 | fidelity:  0.904620 | Sz:  0.000000 | S^2:  0.278572
iter: 59 | loss: -4.057669 | norm:  0.298858 | fidelity:  0.904848 | Sz: -0.000000 | S^2:  0.271575
iter: 60 | loss: -4.057463 | norm:  0.293395 | fidelity:  0.904760 | Sz:  0.000000 | S^2:  0.268239
iter: 61 | loss: -4.057472 | norm:  0.287115 | fidelity:  0.904457 | Sz:  0.000000 | S^2:  0.268354
iter: 62 | loss: -4.057883 | norm:  0.270553 | fidelity:  0.904069 | Sz: -0.000000 | S^2:  0.271211
iter: 63 | loss: -4.058621 | norm:  0.237384 | fidelity:  0.903692 | Sz: -0.000000 | S^2:  0.275872
iter: 64 | loss: -4.059310 | norm:  0.202488 | fidelity:  0.903366 | Sz: -0.000000 | S^2:  0.281450
iter: 65 | loss: -4.059551 | norm:  0.193209 | fidelity:  0.903083 | Sz: -0.000000 | S^2:  0.287196
iter: 66 | loss: -4.059409 | norm:  0.207697 | fidelity:  0.902850 | Sz: -0.000000 | S^2:  0.292475
iter: 67 | loss: -4.059243 | norm:  0.214854 | fidelity:  0.902685 | Sz:  0.000000 | S^2:  0.296748
iter: 68 | loss: -4.059371 | norm:  0.197237 | fidelity:  0.902617 | Sz: -0.000000 | S^2:  0.299663
iter: 69 | loss: -4.059646 | norm:  0.164708 | fidelity:  0.902633 | Sz:  0.000000 | S^2:  0.301098
iter: 70 | loss: -4.059840 | norm:  0.148261 | fidelity:  0.902719 | Sz:  0.000000 | S^2:  0.301117
iter: 71 | loss: -4.059822 | norm:  0.160689 | fidelity:  0.902844 | Sz: -0.000000 | S^2:  0.299851
iter: 72 | loss: -4.059820 | norm:  0.171975 | fidelity:  0.903006 | Sz:  0.000000 | S^2:  0.297481
iter: 73 | loss: -4.060013 | norm:  0.157758 | fidelity:  0.903196 | Sz:  0.000000 | S^2:  0.294300
iter: 74 | loss: -4.060323 | norm:  0.122813 | fidelity:  0.903391 | Sz:  0.000000 | S^2:  0.290748
iter: 75 | loss: -4.060431 | norm:  0.101437 | fidelity:  0.903541 | Sz: -0.000000 | S^2:  0.287321
iter: 76 | loss: -4.060314 | norm:  0.117154 | fidelity:  0.903638 | Sz:  0.000000 | S^2:  0.284459
iter: 77 | loss: -4.060162 | norm:  0.135193 | fidelity:  0.903686 | Sz:  0.000000 | S^2:  0.282458
iter: 78 | loss: -4.060221 | norm:  0.130340 | fidelity:  0.903714 | Sz: -0.000000 | S^2:  0.281491
iter: 79 | loss: -4.060417 | norm:  0.106797 | fidelity:  0.903721 | Sz: -0.000000 | S^2:  0.281627
iter: 80 | loss: -4.060564 | norm:  0.086259 | fidelity:  0.903700 | Sz:  0.000000 | S^2:  0.282825
iter: 81 | loss: -4.060603 | norm:  0.086035 | fidelity:  0.903652 | Sz:  0.000000 | S^2:  0.284890
iter: 82 | loss: -4.060562 | norm:  0.094519 | fidelity:  0.903574 | Sz: -0.000000 | S^2:  0.287483
iter: 83 | loss: -4.060544 | norm:  0.095554 | fidelity:  0.903475 | Sz: -0.000000 | S^2:  0.290198
iter: 84 | loss: -4.060586 | norm:  0.085906 | fidelity:  0.903361 | Sz:  0.000000 | S^2:  0.292647
iter: 85 | loss: -4.060652 | norm:  0.072504 | fidelity:  0.903241 | Sz:  0.000000 | S^2:  0.294516
iter: 86 | loss: -4.060667 | norm:  0.067903 | fidelity:  0.903122 | Sz: -0.000000 | S^2:  0.295568
iter: 87 | loss: -4.060648 | norm:  0.073575 | fidelity:  0.903031 | Sz: -0.000000 | S^2:  0.295665
iter: 88 | loss: -4.060652 | norm:  0.076167 | fidelity:  0.902998 | Sz:  0.000000 | S^2:  0.294792
iter: 89 | loss: -4.060704 | norm:  0.067969 | fidelity:  0.903042 | Sz: -0.000000 | S^2:  0.293087
iter: 90 | loss: -4.060775 | norm:  0.054077 | fidelity:  0.903165 | Sz: -0.000000 | S^2:  0.290837
iter: 91 | loss: -4.060787 | norm:  0.048392 | fidelity:  0.903342 | Sz: -0.000000 | S^2:  0.288424
iter: 92 | loss: -4.060744 | norm:  0.054311 | fidelity:  0.903539 | Sz: -0.000000 | S^2:  0.286259
iter: 93 | loss: -4.060714 | norm:  0.059150 | fidelity:  0.903722 | Sz: -0.000000 | S^2:  0.284708
iter: 94 | loss: -4.060742 | norm:  0.055808 | fidelity:  0.903851 | Sz: -0.000000 | S^2:  0.284030
iter: 95 | loss: -4.060777 | norm:  0.046745 | fidelity:  0.903887 | Sz:  0.000000 | S^2:  0.284331
iter: 96 | loss: -4.060813 | norm:  0.040591 | fidelity:  0.903825 | Sz: -0.000000 | S^2:  0.285542
iter: 97 | loss: -4.060797 | norm:  0.041536 | fidelity:  0.903669 | Sz:  0.000000 | S^2:  0.287417
iter: 98 | loss: -4.060809 | norm:  0.042316 | fidelity:  0.903470 | Sz: -0.000000 | S^2:  0.289582
iter: 99 | loss: -4.060807 | norm:  0.038552 | fidelity:  0.903265 | Sz: -0.000000 | S^2:  0.291597
iter: 100 | loss: -4.060799 | norm:  0.035071 | fidelity:  0.903102 | Sz:  0.000000 | S^2:  0.293066
iter: 101 | loss: -4.060813 | norm:  0.036285 | fidelity:  0.903025 | Sz:  0.000000 | S^2:  0.293715
iter: 102 | loss: -4.060812 | norm:  0.036831 | fidelity:  0.903038 | Sz:  0.000000 | S^2:  0.293449
iter: 103 | loss: -4.060825 | norm:  0.032288 | fidelity:  0.903141 | Sz: -0.000000 | S^2:  0.292377
iter: 104 | loss: -4.060832 | norm:  0.026462 | fidelity:  0.903303 | Sz: -0.000000 | S^2:  0.290778
iter: 105 | loss: -4.060834 | norm:  0.025809 | fidelity:  0.903485 | Sz:  0.000000 | S^2:  0.289035
iter: 106 | loss: -4.060838 | norm:  0.027684 | fidelity:  0.903641 | Sz:  0.000000 | S^2:  0.287532
iter: 107 | loss: -4.060843 | norm:  0.027004 | fidelity:  0.903734 | Sz: -0.000000 | S^2:  0.286571
iter: 108 | loss: -4.060837 | norm:  0.024507 | fidelity:  0.903739 | Sz:  0.000000 | S^2:  0.286304
iter: 109 | loss: -4.060849 | norm:  0.023039 | fidelity:  0.903670 | Sz:  0.000000 | S^2:  0.286713
iter: 110 | loss: -4.060840 | norm:  0.022416 | fidelity:  0.903542 | Sz: -0.000000 | S^2:  0.287624
iter: 111 | loss: -4.060846 | norm:  0.020754 | fidelity:  0.903406 | Sz: -0.000000 | S^2:  0.288770
iter: 112 | loss: -4.060840 | norm:  0.018414 | fidelity:  0.903295 | Sz:  0.000000 | S^2:  0.289863
iter: 113 | loss: -4.060853 | norm:  0.017645 | fidelity:  0.903244 | Sz: -0.000000 | S^2:  0.290676
iter: 114 | loss: -4.060854 | norm:  0.018372 | fidelity:  0.903254 | Sz:  0.000000 | S^2:  0.291081
iter: 115 | loss: -4.060848 | norm:  0.017994 | fidelity:  0.903311 | Sz:  0.000000 | S^2:  0.291071
iter: 116 | loss: -4.060862 | norm:  0.016004 | fidelity:  0.903393 | Sz: -0.000000 | S^2:  0.290736
iter: 117 | loss: -4.060858 | norm:  0.014774 | fidelity:  0.903462 | Sz:  0.000000 | S^2:  0.290213
iter: 118 | loss: -4.060854 | norm:  0.015008 | fidelity:  0.903500 | Sz:  0.000000 | S^2:  0.289649
iter: 119 | loss: -4.060848 | norm:  0.014228 | fidelity:  0.903503 | Sz: -0.000000 | S^2:  0.289154
iter: 120 | loss: -4.060857 | norm:  0.012069 | fidelity:  0.903482 | Sz: -0.000000 | S^2:  0.288792
iter: 121 | loss: -4.060867 | norm:  0.011329 | fidelity:  0.903453 | Sz: -0.000000 | S^2:  0.288584
iter: 122 | loss: -4.060857 | norm:  0.012422 | fidelity:  0.903426 | Sz:  0.000000 | S^2:  0.288520
iter: 123 | loss: -4.060849 | norm:  0.012557 | fidelity:  0.903417 | Sz: -0.000000 | S^2:  0.288582
iter: 124 | loss: -4.060856 | norm:  0.011063 | fidelity:  0.903428 | Sz:  0.000000 | S^2:  0.288749
iter: 125 | loss: -4.060861 | norm:  0.009397 | fidelity:  0.903447 | Sz: -0.000000 | S^2:  0.288994

learning rate =  0.0020761518014801874
Find operators
-1j [11^ 4^ 15 0] + 1j [15^ 0^ 11 4]
1j [6^ 1^ 12 11] + -1j [12^ 11^ 6 1]
1j [10^ 5^ 15 0] + -1j [15^ 0^ 10 5]
1j [7^ 0^ 13 10] + -1j [13^ 10^ 7 0]
-1j [11^ 4^ 14 1] + 1j [14^ 1^ 11 4]
-1j [9^ 0^ 10 3] + 1j [10^ 3^ 9 0]
1j [8^ 1^ 11 2] + -1j [11^ 2^ 8 1]
-1j [6^ 1^ 13 10] + 1j [13^ 10^ 6 1]
1j [9^ 0^ 11 2] + -1j [11^ 2^ 9 0]
-1j [7^ 0^ 12 11] + 1j [12^ 11^ 7 0]
1j [8^ 7^ 12 3] + -1j [12^ 3^ 8 7]
1j [10^ 5^ 14 1] + -1j [14^ 1^ 10 5]
1j [8^ 1^ 10 3] + -1j [10^ 3^ 8 1]
1j [13^ 4^ 15 6] + -1j [15^ 6^ 13 4]
1j [5^ 4^ 7 6] + -1j [7^ 6^ 5 4]
-1j [9^ 6^ 12 3] + 1j [12^ 3^ 9 6]
1j [5^ 2^ 15 8] + -1j [15^ 8^ 5 2]
1j [2^ 1^ 10 9] + -1j [10^ 9^ 2 1]
-1j [9^ 8^ 12 5] + 1j [12^ 5^ 9 8]
1j [4^ 3^ 14 9] + -1j [14^ 9^ 4 3]
-1j [3^ 2^ 14 7] + 1j [14^ 7^ 3 2]
1j [3^ 2^ 15 6] + -1j [15^ 6^ 3 2]
-1j [5^ 2^ 14 9] + 1j [14^ 9^ 5 2]
-1j [6^ 3^ 13 8] + 1j [13^ 8^ 6 3]
1j [13^ 12^ 15 14] + -1j [15^ 14^ 13 12]
-1j [5^ 0^ 14 11] + 1j [14^ 11^ 5 0]
1j [7^ 4^ 15 12] + -1j [15^ 12^ 7 4]
1j [3^ 0^ 11 8] + -1j [11^ 8^ 3 0]
-1j [9^ 8^ 13 4] + 1j [13^ 4^ 9 8]
1j [6^ 5^ 14 13] + -1j [14^ 13^ 6 5]
1j [1^ 0^ 11 10] + -1j [11^ 10^ 1 0]
-1j [13^ 4^ 14 7] + 1j [14^ 7^ 13 4]
1j [12^ 3^ 13 2] + -1j [13^ 2^ 12 3]
-1j [2^ 1^ 11 8] + 1j [11^ 8^ 2 1]
-1j [9^ 4^ 15 2] + 1j [15^ 2^ 9 4]
-1j [11^ 6^ 13 0] + 1j [13^ 0^ 11 6]
-1j [11^ 10^ 13 4] + 1j [13^ 4^ 11 10]
-1j [1^ 0^ 14 7] + 1j [14^ 7^ 1 0]
-1j [11^ 6^ 12 1] + 1j [12^ 1^ 11 6]
1j [5^ 4^ 15 14] + -1j [15^ 14^ 5 4]
1j [5^ 0^ 15 10] + -1j [15^ 10^ 5 0]
1j [12^ 5^ 15 6] + -1j [15^ 6^ 12 5]
1j [10^ 7^ 13 0] + -1j [13^ 0^ 10 7]
-1j [9^ 6^ 15 0] + 1j [15^ 0^ 9 6]
1j [8^ 5^ 11 6] + -1j [11^ 6^ 8 5]
1j [10^ 7^ 15 2] + -1j [15^ 2^ 10 7]
1j [12^ 1^ 14 3] + -1j [14^ 3^ 12 1]
1j [12^ 1^ 15 2] + -1j [15^ 2^ 12 1]
1j [9^ 0^ 15 14] + -1j [15^ 14^ 9 0]
-1j [4^ 1^ 13 8] + 1j [13^ 8^ 4 1]
1j [4^ 3^ 12 11] + -1j [12^ 11^ 4 3]
1j [8^ 7^ 14 1] + -1j [14^ 1^ 8 7]
-1j [5^ 0^ 12 9] + 1j [12^ 9^ 5 0]
-1j [7^ 0^ 14 9] + 1j [14^ 9^ 7 0]
1j [11^ 2^ 13 12] + -1j [13^ 12^ 11 2]
-1j [11^ 4^ 13 2] + 1j [13^ 2^ 11 4]
-1j [11^ 10^ 12 5] + 1j [12^ 5^ 11 10]
-1j [5^ 2^ 12 11] + 1j [12^ 11^ 5 2]
-1j [11^ 6^ 15 2] + 1j [15^ 2^ 11 6]
-1j [4^ 3^ 13 10] + 1j [13^ 10^ 4 3]
-1j [9^ 6^ 13 2] + 1j [13^ 2^ 9 6]
-1j [4^ 3^ 15 8] + 1j [15^ 8^ 4 3]
-1j [7^ 6^ 8 1] + 1j [8^ 1^ 7 6]
1j [10^ 7^ 14 3] + -1j [14^ 3^ 10 7]
1j [8^ 5^ 10 7] + -1j [10^ 7^ 8 5]
-1j [5^ 4^ 11 2] + 1j [11^ 2^ 5 4]
-1j [5^ 0^ 6 3] + 1j [6^ 3^ 5 0]
-1j [9^ 4^ 13 0] + 1j [13^ 0^ 9 4]
1j [10^ 5^ 12 3] + -1j [12^ 3^ 10 5]
1j [12^ 9^ 14 11] + -1j [14^ 11^ 12 9]
-1j [13^ 0^ 14 3] + 1j [14^ 3^ 13 0]
1j [12^ 9^ 15 10] + -1j [15^ 10^ 12 9]
1j [8^ 7^ 13 2] + -1j [13^ 2^ 8 7]
-1j [6^ 3^ 15 10] + 1j [15^ 10^ 6 3]
1j [13^ 8^ 15 10] + -1j [15^ 10^ 13 8]
-1j [7^ 6^ 9 0] + 1j [9^ 0^ 7 6]
-1j [8^ 1^ 15 14] + 1j [15^ 14^ 8 1]
-1j [13^ 8^ 14 11] + 1j [14^ 11^ 13 8]
1j [4^ 1^ 5 0] + -1j [5^ 0^ 4 1]
1j [8^ 7^ 15 0] + -1j [15^ 0^ 8 7]
-1j [7^ 2^ 14 11] + 1j [14^ 11^ 7 2]
with max gradients
